Date,Author,Content,URL,Rating,Language
2020-01-12,N1ek,"We booked a lunch and hotel stay (the only way to enjoy book a table in the weeks we were in country). The reception at the hotel was already extraordinary and we got amazed further every hour after.  The food was not surprisingly amazing, but the service was outstanding as well.  Breakfast was even of such a quality and had so much attention to it, that we fear the disappointment at any hotel we will stay at next.",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r738692494-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-12-29,Sander1987,"We were looking forward to eating at Librije and would give the food 5 stars, it was amazing. We especially enjoyed the fish dishes and the duck, but the best dish for me was the steak tartare from watermelon, mindblowing how much flavour watermelon can have.   The reason we only give a 3 star rating is that the service was sometimes poor service. A few things happened that did not match our expectations of a three star restaurant and the price level. First, our water was not refilled automatically and after we notified the staff that we would like a refill of our water, we saw a waiter walking around with water and refilling the water at all tables except for our table. When our next course was served the staff saw that we still hadn’t got any water and then waiter came up to our table and said that there was a miscommunication and he asked if we want sparkling or still water. They should have asked directly and not waiting so long. Secondly, my girlfriends wine was served promptly, while I had to wait a while for my beer that matched the dish to be served. Finally, there was a mix up in the tea and coffee order. I got my girlfriends order and she got mine. Again, this wouldnt have bothered us at a “regular” restaurant, but it matters at this price point.  Positive regarding the service; Sommelier served me my  favoriete beer that matched our desert and did not put on the bill. We had discussed craft beers during the evening and he had figured out that I would really like the Boon Kriek Mariage Parfait. ",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r735384451-De_Librije-Zwolle_Overijssel_Province.html,3,en
2019-12-22,WvR,One of the best in the Netherlands.  We had the Librije menu which has 10 courses and on top de amuses.   Every course was special and we really enjoyed.  The service was perfect as to be expected.  The tour de cuisine was very nice and the eel we had there was a highlight.   Great place with a great team.  ,https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r734139930-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-11-10,gjveerman,"It was an old wish to have dinner once at the Librije. We did recently. We had the ten course menu, which was completed with some five amuses. Some of the dishes were delicious, many were 'interesting'. They were composed of many ingredients and beautifully made up. It was made and served with much care by the big (and friendly) staff. But. It is all a question of taste, but I did not like the concept. You can hardly and mostly not recignize the food you are eating. All the courses were very tiny, in fact you get 15 amuses. Besides, you get the food on black or dark plates, and I prefer white ones. So it is very special, interesting, very good. It is an experience indeed, but it is not my piece of cake (which they do not serve, by the way)",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r725387967-De_Librije-Zwolle_Overijssel_Province.html,4,en
2019-11-05,Olivier6493,"Combining dinner (and breakfast) with a night at the hotel gets you into a dream shaped by the owners, Jonnie & Therese Boer, and their team. Dinning here is worth a travel as well as booking months in advance. The exquisite 8-courses preceded by surprising amuse-bouches was elegantly paired with a creative wine arrangement. The whole evening was extraordinary, immersed in a stylish, cosy and yet relaxed atmosphere. Unlike certain ""known"" restaurants we happened to try, no sign of misplaced posh at De Librije, we loved this! For us the memory of an outstanding, orgasmic piece of culinary tourism will long remain.",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r724158565-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-11-04,bigdude57,"Surprise weekend for my wife in Zwolle. Only one place to celebrate it, that's at De Librije Hotel and restaurant. We parked our car in front of De Librije and had not even opened the doors of our car and the very helpful staff was already there. Excellent! That evening we had a more than superb diner at the restaurant. Very relaxed atmosphere, super service in a warm ambiance. Enjoyed every second(!) of it. By far the best Holland can bring.",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r723980553-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-10-29,Exroosje,"We visited the Librije on a saturday evening. We decided to go for the  8 course menu, as 10 seemed a bit too much. We asked for pairing wines, with a focus on red wines (generally you end to get more whites than reds otherwise) . During the menu we decided to extend with the cheese trolley.  The experience was nearly perfect (we only had to ask once for a refill of our water glasses) without getting pretentious.   The focus is clearly on excellent food, much less on posh appearance.    We started off with a few amuses and then Jonny Boer came with the first course (as it is made from eel and other fish from his birth ground). Then we got (a.o.) a crab salad, ceviche from lobster, a curry like dish, the famous librije egg with caviar, main was the dry aged duck and desert was fermented pineapple.   All dishes are served with a small card, describing the dish, to take home.  Interestingly we drank  a variety of reds (and a champagne from Eric Rodez) with the dishes, that still were dominant (shell) fish (sometimes paired with duck liver). But they were were a good fit, a Regent from NL (""Kiss of Therese""), South African wine made from portugese grapes (Sijnn), a Montalcino wine (Troncone), Australian Cabernet Malbec Blend. Recioto Valpollicella .  During the meal we got a tour through the kitchen and later also through the cellars.   The meal ended with coffee and friandises.",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r722244590-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-10-24,RNdinner,"By far the best restaurant I have tried in The Netherlands, and fully deserves the 3 Michelin Stars it has earned. The service was impeccable and the menu was amazing ( we tried both the 10 course and the vegetarian menu ) and the wine was a good match ( have tried many better wines but it worked just fine ). Each dish was beautifully presented and many of the courses came with a story. The appetizers and especially the fish and duck was absolutely amazing. The desserts were nowhere near as good but still interesting and fine! Too bad the restaurant is over one hour drive from Amsterdam.. But definitely worth the trip!!You will need to book ahead as the restaurant is extremely popular ( 3/4 months but you can always try and call and hope for late cancellations)",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r721002480-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-10-08,Tom T,"Magistral experience. From entering the hotel to the full dining experience, service was exactly spot on up until the most tiny details. Every dish was a taste explosion. By far the best dining experience ever! Absolutely phenomenal!  ",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r716431448-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-09-02,bbbbbqqqqq,"Located in a repurposed prison the restaurant provides an interesting setting. Upon arriving our party was led to a lounge where aperetifs and amuses were served. The champagne was alright, non-alcoholic variant was forgettable. Amuses featured very basic ingredients but flavour was great.   The dining room itself is located in a skylit courtyard. The food itself is incredible, mostly humble ingredients with complex preparations from all over the world and balanced flavours. Some dishes were bold while others more subtle but all of them were refined.  Staff was casual, friendly and they didn't charge for extra coffee and wine which was a nice gesture you don't always find in this level of restaurant.  All in all a very pleasurable experience but don't expect them to lay down the red carpet for you, this really is all about the food.",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r705642411-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-08-18,paulvdlinden,"The 3 Michelin star restaurant in Zwolle knows how to spoil there guests. The very best products, preperaired on a pure way and outstanding service! The spacious seats give a lot of privacy. The presentation of the dishes is very creative, it is a unique culinary experience! ",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r700263336-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-08-15,Mikexyz,"We booked the restaurant quite a time before our visit, perhaps 6 months. We stayed in Amsterdam and caught the train to Zwolle and back. The train is a frequent service and runs very late. The restaurant is a 15 minute walk from the station. No taxis in Zwolle was our experience so plan time for the walk. Zwolle is delightful. De Librije building is fabulous and I loved the art they had crammed inside. Lounge and restaurant spaces very different but decor fabulous. Table spacing in restaurant very generous so other diners not intruding upon our space or conversation.  Service. Almost perfect. Had to ask for water but only because glasses are badly designed and staff cannot see when they are empty. A very professional team and goodness they work hard. Food. We chose the seven menu. There are a large variety of options for your degustation which made me nervous on their part as I wasn’t sure why they wanted to tempt fate by introducing the complexity of so many options. The execution was almost perfect. Just two waits that seemed oddly lengthy when it looked to me that they were synchronising diners. Overall the experience from in to out took four hours which felt 30/45 minutes too long. Food. Presentation flawless. Variety of flavours and textures excellent. Food. Seven was though courses for us. We counted 15 dishes including all the amuse bouche and others. It felt generous. Wine. We chose the cheapest bottle in the menu which was recommended on the first page of the list. I was very impressed that the menu would recommend a 45 euro bottle. And of course it was very satisfactory. Theatre. Yes there is some accompanying theatre, colour and movement. We were very impressed both jonnie and therese spoke to us ( and everyone ) as part of the experience. We loved the kitchen tour.  Go to dish? For me it was langoustine so moist and flavoursome. Eggs, trout, duck and citrus all memorable dishes also.   Value. We paid AUD 880 (for two seven courses with one bottle of wine) excluding train to Zwolle which was AUD 130 return for two. Conversion rate of Aussie to Euro is 1.64 today. It’s expensive. Nevertheless I thought the experience was fabulous. We are both very pleased we went. We recommend the experience to anyone contemplating booking. ",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r699246868-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-07-16,Italy1221,"De Librije is the BEST 3 stars Michelin restaurant. It’s first time we tried to have 3 stars Michelin restaurant. We stayed in your hotel with the package - stay 1 night  and with the dinner, included wine pairing. As I can’t drink too much. They deducted small price of my part. Their thoughtfulness is very attractive.  Thank you the team of De Librije gives us a perfect services and a top quality food, and the best experience in our life! We will keep continue going to have 3 stars Michelin restaurants in the world. Hope every 3 stars Michelin restaurant can give us such experience as De Librije. ",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r689989696-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-06-17,JoniHelsinki,"Everything matches their Michelin three star rating. Service is superb. Also the price matches. Naturally it is expensive, but it is worth it. I was introduced to an outstanding wine I did not know. A sommelier even offered to drive me back to the station, but it was a nice walk.",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r682242763-De_Librije-Zwolle_Overijssel_Province.html,5,en
2019-06-06,Ohh Cuisine,"Three Michelin stars, a reputation of the best restaurant in the Benelux ánd a former designation on the list of The World’s 50 Best Restaurants. We had been very curious for prestigious restaurant De Librije in Zwolle, The Netherlands, for a long time and now we were given the opportunity to visit De Librije with our team. Our expectations were high.   We arrived at the impressive property, which used to be a prison from the 18th century. Five members of the staff were waiting for our arrival and welcomed us in an attentive and formal way. We immediately felt very welcome. While our coats were carried away by one of them, another one took us through the narrow corridors right to the lounge area. Well, this space did not always function as the ‘lounge area’ it is today: it used to be a prisoners cell. It felt strange and exciting at the same time to be aware of the fact that prisoners – men, women, children – served their sentences right at this place where at this moment a festive glass of bubbly Champagne was poured to us before our extensive royal meal would be served. Kind of sinister, but interesting and enthralling at the same time.   In this mysterious room surrounded by lots of natural elements, we were pleased to be welcomed by co-owner and renowned sommelier Thérèse de Boer. Her formal yet cordial hospitality and genuine interest secured us of the feeling we were in for a perfectly organized experience at her restaurant. Just in case we were not looking forward to our dinner already, several bites made sure to make us salivate for more, under which there was a crisp of Mangalitza bacon and a duo of celery and gherkin with mayonaise and piccalilli. The taste of each bite was delicate and refined and the presentation of the bites was purely outstanding. You could notice lots of attention had been given to the presentation and use of colors.   Our experience continued by Thérèse leading us the way to the restaurant area. A playful, open and light space full of round tables with rough, leather tablecloths on them. The place where the prisoners could receive their daylight was turned into a unique gastronomic ambiance. A nice thing about this space is that during lunch, you can enjoy the daylight because of the glass ceiling. Big plus is that you can really admire all photogenic dishes with optimal lighting this way!   At lunch, the same dishes are served as during dinner. During our visit, the impressive sounding 10-course ‘Librije menu’ was served to us, accompanied by 6 pairing premium wines selected by wine expert Thérèse de Boer herself.   Concerning the food and wines: in this article we will not explicitly point out that each dish and each glass of wine was so well balanced and tasteful. They all were, trust us. And even though the one dish could be considered more complex than the other, all courses – from the bread with butter on the table to the friandises – were of high quality in terms of the taste of ingredients, the presentation and originality.   All 10 courses of the menu had its own classical touch.   At first, chef Jonnie de Boer introduced himself to our table. While doing so, he presented several exciting amuses together with a little card from his small and typically Dutch hometown Giethoorn. Something personal, we like that! The presentation of the amuses made it worth admiring them all for a while before we had the pleasure to finally taste them. The soft tasting amuses truly did what they had to do: making us curious for more to come.   Oyster, goat cheese and seaweed is what came to us then. An unusual combination of unique flavors put together in a superb way. For the ones with a goat cheese allergy among our team, a plate of vegetarian steak tartare of dried water melon with piccalilli was served. Besides the subtle yet full and fruity taste, the contrast created by the combination of the spicy redness of the tartare and the grey plate made it a dish to remember.   De Librije is a restaurant where offal is a frequently used ingredient. Besides a piece of brown crab in juice of toasted celery, chicken liver and heart of veal could be found on the dish served to us as a second course. Classic and intense flavors. A glass of Chenin blanc full of acids and oak flavors was served with this course, which managed to create a rich, round taste in combination with the food.   The same wine turned out the be a great match with the third course as well: a tender piece of langoustine, prepared as ceviche in a fermented Japanese tea, combined with tomatoes, kombucha and snake beans. The sour tea found its balance through the high level of acids in the wine.   The fourth course – yes, we’re not even halfway yet – consisted of saibling, pumpkin, lovage and a juice of sherry and almonds. Now, how can it be possible that we have always eaten saibling without any juice of sherry and almonds?! The taste combination was exactly how it should be. An excellent wine, a Mâcon-Charnay of 100% chardonnay from 2017 from Winehouse Jean Maciat in France, was served in gigantic crystal glasses in order to bring out the specific, nutty character of the wine.   Oriental scents were coming out of the open kitchen when the fifth course came out of it. A curry with monkfish, nasturtium, screw tree and pandan rice was shining on our plates. Delicious.   ‘Egg caviar’ was the name of our sixth course. This course is considered a real classic of De Librije. Lukewarm egg yolk with cream and a dash of 10 grams of the finest caviar on top of it – what is there not to love here?   Another classic on the menu formed the seventh course. First, Thérèse poured us a glass of Pombal do Vesuvio Douro from 2015, originating from the North of Portugal, which had been matured in wood for over 14 months. The wine went great with the natural and earthy tones coming out of the food: veal sweetbread with spicy pineapple and shrimps in peanut sauce. An interesting combination of ingredients that each had an intense taste on its own.   This dish illustrates one of the powers of chef Jonnie de Boer and De Librije: the ability to make dining an actual experience through providing surprising and tricky food combinations which can sometimes even be a bit uncomfortable. That’s when it gets fun. The art is to still let such a dish make sense at the same time and we think Jonnie de Boer is a true artist in this respect.   The eighth course consisted of ‘Ermelo’s duck’ which had been dried for two days, stuffed with hay and dandelion and then matured in parafine for ten days in order to draw the flavors as much as possible. After this process, the duck had been fried on its carcass and then cut in the form of a T-bone. Next to the duck, our plate was filled with marinated duck skin with meat offal in it, ragout of the stomach of the duck and a juice of fermented celery. Again, in our opinion this was an intense and deeply tasteful dish presented in a unique way.   A very interesting Macvin du Jura was brought to us to go with the ninth course: a traditional Macvin of chardonnay (non-fermented grape juice mixed with Marc de Jura) which aged on wood for three years and resulted in a fine dessert drink of 17,5% alcohol and sweet, earthy tones which immediately let us think of the strong, old tasting flavors of rye bread. With this wine, we received a dish of red cheese from the Bourgogne with chorizo, potato juice and tiny rabbit kidneys. Yes, cheese and rabbit kidneys.   A lovely intermezzo was created through introducing De Librije’s ice cream car at our table. We got to pick our favorite ice cream. All ice cream was homemade and inspired by summery blossom flowers.   Then the grand finale followed: a dessert made up of various citrus fruits, each in a different bowl. The first bowl was about salt. It was filled with orange and salted caramel. The second bowl had a sweet theme and had blood orange as a main ingredient. Sour was the taste of what was inside the third and last bowl: citrus with cucumber.   After our dessert, we were invited for a tour in the kitchen. It was impressive to see the hardworking staff fully focussed on preparing only the best for their guests.   Our dining experience – and it was an experience indeed – ended with a cup of fine coffee and friandises made by reputable patisserie Bontom, all nicely presented on wooden roots on a trolley.   All in all, our heigh expectations have truly been met. Dining at De Librije feels like experiencing a show: just sit back, watch, taste and enjoy the gastronomic ride. We don’t advise you to go here when you are someone who says ‘I rather don’t eat this or that’ in advance – but in case you are in for some surprises and oddities, De Librije is the food jail get entertained. Trust Jonnie and Thérèse de Boer to take you through the different spaces of the restaurant and be openminded for them sharing all the carefully selected fine food and beautiful wines with you. It’s truly a special experience, without any fuss, ending with a standing ovation.",https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r679525355-De_Librije-Zwolle_Overijssel_Province.html,5,en
2024-09-11,ctny,"The hotel, the grounds, the hospitality and the food could not be better. We had an absolutely delicious dinner with amazing wine followed by a delicious breakfast the next morning. We’re looking forward to coming back.",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r969310523-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2024-09-10,amanda h,"Dining at Troisgros is a once-in-a-lifetime experience.   Set in the beautiful countryside in a renovated barn, this is an institution of French cooking. The food is fantastic, yes, but it's the whole package that elevates the experience, especially if you stay at the hotel.   Every guest at dinner is given the chance to tour the kitchen, and your table is yours for the night. We walked through the gardens earlier in the day and saw a chef coming out of a poly tunnel - that's how fresh some ingredients are. And although the classic salmon and sorrel dish is not part of the menu anymore, the kitchen will happily cook it for you ahead of time. The acidity and freshness of each dish comes through in every bite, and I didn't feel overly stuffed at the end.   After dinner, both Michel and César appeared in the dining room, and César stopped by each table, even though it was Sunday. Truly a special meal if you get the chance to eat here.",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r969205548-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2024-07-03,Antionio10,"Having visited Troisgros 20 years ago and enjoyed a fine experience at both their inn and restaurant, we were inspired to make a return trip after watching the four-hour film ""Menus-Plaisirs – Les Troisgros,"" a 2023 documentary edited, co-produced, and directed by the esteemed filmmaker Frederick Wiseman. The film delves into the Troisgros family's operation of their Michelin-starred restaurant in central France.  Their new restaurant and hotel were wonderful, offering a Michelin three-star experience (unlike some three-star restaurants that I believe deserve only one star or none). The food was delicious, from the simple asparagus to the Charolais steak. The selection of cheeses was impressive, with probably about 50 varieties available. Dessert was also good, and the service was excellent. The food's presentation is not particularly artistic, the focus here is more on taste.",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r957875686-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2024-06-30,haknyc,"We made a reservation for this sublime experience after seeing the movie, Menus-Plaisirs-Troisgros.  It is actually indescribable because the attention to detail in both the hotel and restaurant are so subtle and perfect.  The food is fantastic and the ambience is warm and friendly.  We are so glad we made it to Troisgros and hope to get there again someday.",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r957412080-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2024-05-16,GBD,"As part of an extensive pilgrimage of food and wine, i.e.  Lyon and Burgundy,  Troisgros was an experience  to behold. We had been there before ( the old site). It was a delight  to meet Michele again and tour the kitchens.  Part of the experience is the beautiful location and the buildings as well. The menu, presentation and quality  is without need of explanation and reflects the 4 generations of Michelin stars.   ",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r951141973-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2023-07-18,schmidtmg,"Troisgros is among the iconic 3 star restaurants in France and indeed in the world. Cesar Troisgros has taken over from his father Michel in the fourth generation, and the culinary sparkle is still there. We chose to eat à la carte, and all dishes were very good to excellent to memorable. Cesar Troisgros is not afraid to offer some bold flavour combinations, such as in the (cold) starter of langoustines with vegetables (beetroot ravioli) and flowers. The aiguillette de saint pierre au shizo was superb, showing some of the Japanese inspirations of the chef (he had some training in Japan).  Only my dessert, an Ali Baba with pear au calvados, was not quite in the same league. We had a superb bottle of 2014 Meursault Coche Dury and a half bottle of 2006 Santenay. Service was superb throughout, and we had very nice chats with Michel and Cesar Troisgros. Take all that together with the superb  setting and the magnficently designed V-shaped dining room with glass fronts throughout designed by Patrick Bouchain, and you have a memorable experience.",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r903855749-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2020-08-26,nicco242,"This place is unique in the world. The location is stunning, simply as beautiful as it gets. The Maison is built in such a way as to make it seem that you are dining in the middle of nature, in the middle of the forest. From the bread to the last dish of the tasting menu I've had, everything was just delicious. The style of the cooking here is my favorite one : perfect textures and memorable sauces with acidity to be the host. Just perfect for my taste. I don't know if this big Maison is the best restaurant in the world because I've not been in every restaurant of the world but I can surely say that this is by far the best restaurant I've ever been to. The level here is unattainable. Spectacular service and a spectacular wine list with correct prices. Five is not enough, it deserves six balls as a mark in TripAdvisor.",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r767194505-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2019-10-25,Nicolas D,"We are part of a group of diners (Gastropotes) and went as a group of 10 friends on Oct 19th for our annual fine and exclusive diner.   Menu découverte for us. Fantastic dining experience. A great progression in the  dishes. Top quality, top service top everything. You do not get *** from Michelin by accident. The dining room and the place is close to extraordinary.   All this said, at some point you get a bill. We had chosen local wines 125 & 250 EUR / bottle. Nothing fancy. 388 EUR / p at the end ! 28 EUR  (x 10) for the welcoming cocktail ... (which was very good)  My point is we all have a psychological price we ca accept. Clearly above my standard here. We have tasted last year 2* Michelin which was nearly as good at less than 1/2 the price !    Do not get me wrong ... This is a UNIQUE experience. It is worth the trip from anywhere on the planet. But ... too expensive in my opinion and you do not get the 'value'. Purely a personal appreciation.    NB: Can't you offer different type of bread during the service ? That was truly  cheap :(",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r721320872-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,4,en
2019-06-05,Benoit F,"We had a family lunch going with menu gastronomique. The place is neatly renovated, service is perfect and the food is outstanding. Close to perfection in my sense.",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r679126319-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2019-05-08,Brad M,"Quite possibly the best restaurant in the world, housed in a fantastic countryside hotel. The dining room is stunningly attractive and the clean, modern kitchen turns out innovative dishes with the finest ingredients, including the best duck I’ve ever had. Deep wine list and great wine service. More than this, everyone is unbelievably attentive and gracious, making each guest feels like an honored VIP. Highly recommended. ",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r672457482-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2019-04-23,Françoise V,"It is my first three star restaurant experience and I chose Troisgros' Le bois sans feuilles"" restaurant because they recently reinvented themselves. I was curious what a 51 years in a raw 3star restaurant could still have to discover. The place itself as well as the cuisine took some risks: probably decoration as well as culinary choices were taken at risk and this is precisely the reason why you feel like nowhere else. Don't take me wrong, I would never dear talk about ""faute de goût"". I am saying that experience here includes risk into the model. I would not share my views on the taste of the food as we are all unique and taste is personal. But I would certainly advise you to live the Troisgros experience fully, staying at the hotel being part of it. Some goodies can be purchased such as beautiful glaces, water carafes, oil lamps... at the lobby. The key word experience for me is ""TASTE"".",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r668639174-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2019-01-27,Moetini T,"I had been surprised for my birthday last december 18 with an amazing lunch at Troigros. Couldn’t expect that gastronomic and well knowned restaurant as I thought it still remain in the Center of Roanne, and we were heading Ouches campaign. We were welcomed, guided through the wine & champagne 🍾 entrance/aisle cellar, offered to visit the kitchen and meet the chefs 👨‍🍳, served like WoW 😲... Excellent 7 courses meal and my favorite was: « Jaune d’Or, Soleil Vivace » Highly Recommend that Top Notch Restaurant...",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r648565741-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
2019-01-24,loronl,"Amazing location, beautiful renovated farm, the interior, the crystal patio, the kitchen, they couldn’t have done it any better.  Dinner was up to the location, the dishes looked all so simple, and yet every bite was an explosion of flavors, tremendous complexity, masterpieces of bitterness and sweetness.  The wine list is huge, and the bottles we had were explendid  Thanks to the team Troisgros",https://www.tripadvisor.com/ShowUserReviews-g3845710-d12334831-r648036741-Troisgros-Ouches_Roanne_Loire_Auvergne_Rhone_Alpes.html,5,en
