index,sentence,original_review,Date,Author,URL,Rating,Language,source_file
11,Excellent lunch deal.,Excellent lunch deal. The food was excellent as well as the service. Cannot wait to go back and try the tasting menu.,2019-09-05,celo6888,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r706942496-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
12,The food was excellent as well as the service.,Excellent lunch deal. The food was excellent as well as the service. Cannot wait to go back and try the tasting menu.,2019-09-05,celo6888,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r706942496-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
13,Cannot wait to go back and try the tasting menu.,Excellent lunch deal. The food was excellent as well as the service. Cannot wait to go back and try the tasting menu.,2019-09-05,celo6888,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r706942496-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
14,From start to finish we experienced fantastic service and everything was served with a smile and any question to well explained dishes was answered fully.,From start to finish we experienced fantastic service and everything was served with a smile and any question to well explained dishes was answered fully. (In English) differently a place we will visit again:-),2019-05-11,Soren_han,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r673298782-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
15,(In English) differently a place we will visit again:-),From start to finish we experienced fantastic service and everything was served with a smile and any question to well explained dishes was answered fully. (In English) differently a place we will visit again:-),2019-05-11,Soren_han,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r673298782-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
16,"The tasting menu was surprising, very tasty and well presented.","The tasting menu was surprising, very tasty and well presented. I'm allergic to oyster and the kitchen did accommodate the menu accordingly. The atmosphere is rustic but well thought in term of ""privacy"". The service was great but little mistakes were made that should not happen in a 2 stars restaurant.",2019-03-12,Svaine,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r657971957-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,4,en,person_2_removed_line_breaks
17,I'm allergic to oyster and the kitchen did accommodate the menu accordingly.,"The tasting menu was surprising, very tasty and well presented. I'm allergic to oyster and the kitchen did accommodate the menu accordingly. The atmosphere is rustic but well thought in term of ""privacy"". The service was great but little mistakes were made that should not happen in a 2 stars restaurant.",2019-03-12,Svaine,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r657971957-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,4,en,person_2_removed_line_breaks
18,"The atmosphere is rustic but well thought in term of ""privacy"".","The tasting menu was surprising, very tasty and well presented. I'm allergic to oyster and the kitchen did accommodate the menu accordingly. The atmosphere is rustic but well thought in term of ""privacy"". The service was great but little mistakes were made that should not happen in a 2 stars restaurant.",2019-03-12,Svaine,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r657971957-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,4,en,person_2_removed_line_breaks
19,The service was great but little mistakes were made that should not happen in a 2 stars restaurant.,"The tasting menu was surprising, very tasty and well presented. I'm allergic to oyster and the kitchen did accommodate the menu accordingly. The atmosphere is rustic but well thought in term of ""privacy"". The service was great but little mistakes were made that should not happen in a 2 stars restaurant.",2019-03-12,Svaine,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r657971957-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,4,en,person_2_removed_line_breaks
20,The restaurant is just a couple of miles outside of Pamplona.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
21,It is located in the countryside.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
22,Peaceful atmosphere.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
23,Amazing to arrive at the table and meet only napkins (and nothing more).,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
24,The lights are well positioned.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
25,The menu degustación is incredible.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
26,The milk biscuits with truffled icecream closes the experience.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
27,It combines tradition and vanguard.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
28,Amazing.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
29,Service top-notch.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
30,A bit expensive.,The restaurant is just a couple of miles outside of Pamplona. It is located in the countryside. Peaceful atmosphere. Amazing to arrive at the table and meet only napkins (and nothing more). The lights are well positioned. The menu degustación is incredible. The milk biscuits with truffled icecream closes the experience. It combines tradition and vanguard. Amazing. Service top-notch. A bit expensive.,2018-12-27,Vinhoquevale,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r641827029-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
31,I come here at least once a year.,"I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
32,It surprises me every time with great & new gourmet & service.,"I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
33,It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing.,"I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
34,This time I have too many new dishes plus the signature ones.,"I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
35,"The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster.","I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
36,The ending ice cream surprised us by its combination of tea sorbet & many flavors.,"I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
37,Service is perfect with great explanation.,"I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
38,Definitely always an adventure & enjoyment in its gastronomy tour.,"I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
39,很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。,"I come here at least once a year. It surprises me every time with great & new gourmet & service. It makes a lot sense & reason why it is Michelin starred for more than 10 years consecutively from the gourmet creativities as well as wine pairing. This time I have too many new dishes plus the signature ones. The sardine in all forms with rosemary smoke, the molecular scallops, the goose liver with cauliflower paste & sauce, truffle with slow cooked pI grin and the signature vinegar cucumber & molecular oyster. The ending ice cream surprised us by its combination of tea sorbet & many flavors. Service is perfect with great explanation. Definitely always an adventure & enjoyment in its gastronomy tour.  很多年了，一年至少來一次。每次來都因為新菜和一流服務而大為驚訝，難怪是超過十年的連年得獎米其林餐廳，因為他創意又紮實的美食、配酒和服務，這次又都是新菜，沙丁魚解構後配上rosemary的煙，分子解構的帶子，鵝肝配上白花椰菜湯及醬，松露佐低溫烹調的鴿子肉，還有他著名的醋黃瓜和蚵仔氮氣粒，甜點的冰淇淋也讓我們驚豔因為加上茶的冰沙和其他味道而超好吃又不甜，服務一流，說菜完美，每次來都變成美食的探索和非常享受。 ",2018-11-03,ArthurWang095,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r630484040-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
40,Probably the best lunch ever.,"Probably the best lunch ever.  As David himself was preparing it, everything tasted and looked as it should.  Fantastic.   The service was friendly and expert.  A really memorable lunch which is worth a big detour.",2018-09-24,Barbara A,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r619225125-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
41,"As David himself was preparing it, everything tasted and looked as it should.","Probably the best lunch ever.  As David himself was preparing it, everything tasted and looked as it should.  Fantastic.   The service was friendly and expert.  A really memorable lunch which is worth a big detour.",2018-09-24,Barbara A,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r619225125-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
42,Fantastic.,"Probably the best lunch ever.  As David himself was preparing it, everything tasted and looked as it should.  Fantastic.   The service was friendly and expert.  A really memorable lunch which is worth a big detour.",2018-09-24,Barbara A,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r619225125-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
43,The service was friendly and expert.,"Probably the best lunch ever.  As David himself was preparing it, everything tasted and looked as it should.  Fantastic.   The service was friendly and expert.  A really memorable lunch which is worth a big detour.",2018-09-24,Barbara A,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r619225125-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
44,A really memorable lunch which is worth a big detour.,"Probably the best lunch ever.  As David himself was preparing it, everything tasted and looked as it should.  Fantastic.   The service was friendly and expert.  A really memorable lunch which is worth a big detour.",2018-09-24,Barbara A,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r619225125-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
45,We had lunch at El Molino de Urdaniz today.,We had lunch at El Molino de Urdaniz today.  It was on of the best meals we have ever had.  The service was impeccable and the quality and flavour of the food could not be bettered.  We would recommend it to anyone.,2017-07-05,Alexina G,https://www.tripadvisor.com/ShowUserReviews-g6412760-d3584780-r498823485-El_Molino_de_Urdaniz-Urdaniz_Navarra.html,5,en,person_2_removed_line_breaks
