"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"950206464","7D4E3A6CA8ADC9B5D2C346CFFDA2D173","Jennifer S","Passenger802780","https://www.tripadvisor.com/Profile/Passenger802780","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","","No","2","","Don’t waste your money and time here","Please save your money and go somewhere else.

For two Michelin star restaurant, the service was terrible. 

We were constantly thirsty because our glasses were not refilled and we wanted to order more wine bottles but our waiter never came around. The service is painfully slow and the food came out at a random SLOW pace. It took total of four hours to finish the course and at the end we were so irritated because we were mostly bored and trying to get the waiter to refill our drinks. 

The waiter didn’t speak good English so when he explained the dish, none of us understood what he was saying. 

Such a huge disappointment and wish that we went to a different restaurant","0","","FRIENDS","2024-01-31","2024-05-09","2024-05-09","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r950206464-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"949489922","909C6741876397471C29CBDCEAE2C322","carol c","newyorkscreen","https://www.tripadvisor.com/Profile/newyorkscreen","https://media-cdn.tripadvisor.com/media/photo-l/01/2a/fd/9b/avatar.jpg","","No","3","","Tristesse","It makes me sad to conclude that the Little Price, with all his whimsy, ability for delight and engaging charm, has sadly  turned into St. Exuprey's Business, Man.

In the past every aspect of Toutain's  restaurant was a delight: the uniqueness of each course, the whimsey  of the plates on which it was served, the  variety and uniqueness of each bite, the joy of the wait staff......

No restaurant, ""on any planet"",  had that charm.

The restaurant now has two stars instead of one. We are served by serious men in suits, who present as if they are tired  of what they are describing, one course is too much like the other. Subtle variety is a gift  but this was not it.

The negative I am trying to convey is this could be any fine restaurant, in any country or city. The price no different from many  fine restaurants,  but as the Little Price would put it, it has ceased to be ""unique in all the world"".","0","","COUPLES","2024-04-30","2024-05-04","2024-05-04","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r949489922-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"945821987","0AF6A8AB02A22B5FF8A65EA95A5B9296","Alexis M","J5192LBalexism","https://www.tripadvisor.com/Profile/J5192LBalexism","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg","","No","5","Value: 5
Service: 5
Food: 5
Atmosphere: 5","Fabulous, go for it!!","Simply amazing from start to finish! Refined and superbly presented with a fine service. The chef has matured since the agapé substance, his cuisine has a real visual and taste identity, we love it!! See you soon before the third 😉","0","","COUPLES","2024-04-30","2024-04-08","2024-04-08","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r945821987-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"943883172","57C01AE7BEA164EB358EB9DDA26358FC","Teo Y","teoy424","https://www.tripadvisor.com/Profile/teoy424","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/7b/default-avatar-2020-6.jpg","","No","5","","Satisfied restaurant experience","enjoyed my time at the restaurant with his subtle style of cuisine and philosophy with a deep root of french cuisine philosophy.","0","","SOLO","2024-01-31","2024-03-26","2024-03-26","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r943883172-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"943880672","6843DBF6BA14C7D3206DCD1E6B0A72F9","Nada G","88nadag","https://www.tripadvisor.com/Profile/88nadag","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg","","No","5","Value: 4
Service: 5
Food: 5
Atmosphere: 4","Amazing","It’s definitely a must go to. Every dish on its own is an experience. The taste, plates and how beautiful they are is just on another level. I was impressed by how creative and delicious it was. Aside from the beautiful plates that we kept receiving. No need to say I was full to the max by the end","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/b7/9a/83/caption.jpg","FRIENDS","2023-11-30","2024-03-26","2024-03-26","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r943880672-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"941325258","256FA0BFBD453C76F9508BB22D525331","Prove","Departure45686656504","https://www.tripadvisor.com/Profile/Departure45686656504","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/a9/default-avatar-2020-50.jpg","Cherbourg-en-Cotentin","No","5","","The awakening of the senses","Never disappointed at David Toutain
Warm welcome then once at the table we are carried away by the flavors of the dishes from start to finish
Lots of inspiration from the chef
We recommend it to you with your eyes closed
Congratulations keep this momentum going
AP","0","","COUPLES","2024-02-29","2024-03-07","2024-03-07","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r941325258-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"932883349","5C2FD4DF80644BF4A2B804AF6E56CEC6","HSBZ75","HSBZ75","https://www.tripadvisor.com/Profile/HSBZ75","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","Paris","No","4","","Can do better","First experience at David Toutain and a little disappointed.
The setting is quite cold. The service is attentive and sometimes a little too present.
The cuisine, as inventive as it was, lacked personality for my taste.
Few remarkable flavors compared to other starred ones.
Beautiful and good wine list.
A decent overall experience but can do better with regard to the 2 stars.","0","","BUSINESS","2024-01-31","2024-01-08","2024-01-08","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r932883349-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"932554583","1CA661AFCD52AD8A639F3301839FC002","Elisabeth M","U2621NDelisabethm","https://www.tripadvisor.com/Profile/U2621NDelisabethm","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg","","No","2","Value: 2
Service: 1
Food: 3
Atmosphere: 3","Disappointing experience","Very disappointed. The service is really not up to two-star standards: cutlery falling from the waiter's hands, sauce dripping on the table. We ask for the bread several times before it arrives. The waiter walks in front of you to serve you wine. He interferes in our conversations and gives us his opinion. And the worst part, he asks me if I have any allergies. I answer “yes, shellfish”. A quarter of an hour later, they bring me shrimp! The products are, however, well crafted. Lots of vegetables, few noble products. This is very expensive for what it is. The bread is very ordinary, the toilets are dirty, the music doesn't help. This restaurant lacks class. Damage.","1","","FRIENDS","2024-01-31","2024-01-06","2024-01-06","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r932554583-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"931804362","6A3F86D0EA0B1E16D24A04F669620F48","philhellich","philhellich","https://www.tripadvisor.com/Profile/philhellich","https://media-cdn.tripadvisor.com/media/photo-o/0d/fd/13/c4/philhellich.jpg","Paris","No","5","","Magnificent meeting anniversary evening","To properly celebrate our meeting, a 2* was essential. And we were not disappointed because from the appetizers to the café, everything was original, tasty, refined. Tasting 8 dishes not to be missed.","1","","COUPLES","2023-12-31","2023-12-31","2023-12-31","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r931804362-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"930986543","3F17076CE42C69EFB717D8EED3F01483","Rudolf v","rudolfv585","https://www.tripadvisor.com/Profile/rudolfv585","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg","","No","2","Value: 1
Service: 5
Food: 2
Atmosphere: 3","David Toutain overrated.","Our expectations for a two star restaurant were high, but it was very disappointing. The moctail was very simple, there was no choice and there was no non-alcoholic beer and the white wine by the glass was extremely poor. The dishes were not up to standard, no palette of flavors and little variation of structure. Some dishes tasteless. David was not present to discuss our dissatisfaction. Compared to our experiences in many other Michelin-starred restaurants, this was not worth the stars.","2","","COUPLES","2023-12-31","2023-12-25","2023-12-25","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r930986543-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"929198672","6666CFD5CBF6AA5765354C712ADC427C","Jaron H","jaronh899","https://www.tripadvisor.com/Profile/jaronh899","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg","Pocatello","No","5","","Best meal of my life.","Not cheap but worth every penny. Friendly and knowledgable staff.  Food and wine were deserving of the Michelin stars. Lives up to its reputation. Highly recommended.","0","https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/75/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/76/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/77/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/78/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/79/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/7a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/7b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/7c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/7d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/fd/fb/7e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/7f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/fd/fb/80/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/fd/fb/81/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/fd/fb/82/caption.jpg","FRIENDS","2023-12-31","2023-12-11","2023-12-11","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r929198672-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"929095710","DC2762B067598024118B79DB2CF0B30A","Stacie M","268staciem","https://www.tripadvisor.com/Profile/268staciem","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg","","No","5","Value: 5
Service: 5
Food: 5
Atmosphere: 5","The best meal I've ever had.","WOW!  What an exceptional experience.  Absolutely worth every penny.  We had such a wonderful meal, each and every item was delicious.  Both my husband and I commented frequently that we could eat a whole lot more of that or settle for licking our plates.  Most items were an evolution from entering the mouth to the finish.  Such complex flavors.  We had dinner with the wine pairing, which included cider and saki, as well as untold wines, and it was fabulous.  We will cherish this experience the rest of our lives.  The atmosphere and staff are exceptional. ","1","","FAMILY","2023-11-30","2023-12-10","2023-12-10","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r929095710-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"928172230","A60CE8A4ACC8CA72F9BC2454A244C727","Chris MAGICIANI","chrismC8328DX","https://www.tripadvisor.com/Profile/chrismC8328DX","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/ee/e4/bc/chrismc8328dx.jpg","Paris","No","4","Value: 4
Service: 4
Food: 5
Atmosphere: 2","Extraordinary cuisine but what noise!","We chose the Meadowsweet menu; everything was beautiful, succulent, surprising and of high quality. The service was a little below what I see in starred restaurants but what partly ruined our evening was the atmosphere of the station hall in the dining room. Is it the lack of embarrassment of the one-night guests or the relaxed atmosphere of the establishment that encourages this type of behavior? For these reasons I will probably recommend it to my friends with moderate enthusiasm.","0","","COUPLES","2023-12-31","2023-12-02","2023-12-02","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r928172230-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"927588120","84AAB7D5ACBC2453F93A3986FA23D790","Bryan B","BryanB_123456789","https://www.tripadvisor.com/Profile/BryanB_123456789","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg","","No","5","Service: 5
Food: 5","10 exquisite courses","We had the 10 course tasting menu. It was delicious and very creative. Definitely come hungry, because you will get plenty of food. ","1","","COUPLES","2023-11-30","2023-11-27","2023-11-27","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r927588120-Restaurant_David_Toutain-Paris_Ile_de_France.html"
"926276915","628939EA83819A3876F9563414AC5695","Guy C","gchareton","https://www.tripadvisor.com/Profile/gchareton","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg","","No","3","Value: 2
Service: 3
Food: 3
Atmosphere: 3","Quite a deal for that…","Some signature dishes like hare and eel but sometimes we are drowned in the multiple flavors without general unity of the cuisine or the menu. The extra lobster adds nothing (apart from the cost) to the meal which is already stretching. The salmon is confusingly ordinary and we would have liked to find a slightly more original fish for such an expensive 2-star with slow and laborious service.","0","","FAMILY","2023-11-30","2023-11-17","2023-11-17","en","Restaurant David Toutain","6115029","https://www.tripadvisor.com/ShowUserReviews-g187147-d6115029-r926276915-Restaurant_David_Toutain-Paris_Ile_de_France.html"
