Date,Author,Content,URL,Rating,Language
2024-03-16,RorschAch,How great it is!! The seasonal menu is an excellent and we combine the tasting and festival menu together.  Thanks for all staff and chef. See you next time.,https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r942552901-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2024-01-10,Ile1,"I know it’s a surprise to everyone, but… It was not special experience… We have been Michelin star restaurants around the world and it was not even close to be in top 10. Reason is simple: Too many people in the same time so service was not in 3 Michelin level. But anyway it’s once in a lifetime experience, so now we know the reality behind the hype. Anyway all the best for you🙏",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r933417089-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,2,en
2023-12-28,Maria C,"Lovely city and place! You must go, and enjoy de atmosphere, good meal and good wine.  Very beautiful city, near Barcelona.",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r931312249-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-10-22,troopytroopy,"These brothers do amazing job. Their perfect combinations of various dishes, is hust from another world! This place is like disney, you should visit once! We enjoyed every minute spent in this restaurant. Dishes are amazing. Must visit, book in advance (11month).",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r922405874-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-10-04,Alan S,"Unbelievable feel so fortunate to have secured a booking. My wife and I attended on September 20 2023 for lunch. We chose the feast menu with matching wines and the whole experience was a flawless journey of flavour, aroma and texture that unfolded morsel by morsel over a 3  1/2 hour period. There is something refreshing about putting your inhibitions aside and leaving your experience in the hands of professionals who are at the top of their game. If you have the opportunity to dine at El Cellar De Can Roca you will not be disappointed. You will read the odd review regarding the cost, in my opinion the whole experience delivered on every level and although not cheap it was certainly value for money. BTW my wife and I also stayed at the Roca Brothers Hotel Casa Cacao, it was also a wonderful experience we would recommend to anyone visiting Girona..",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r919729488-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-09-28,Tony E,"What can I say except there is a reason why El Celler De Can Roca and the Roca i Fontané brothers have won best restaurant Worldwide year on year and retain their coveted 3 Michelin stars with great pride, honor and much dedication and hard work.  El Cellar De Can Roca can only be described as a pilgrimage that all food lovers must try and experience.  The cuisine is central to the Catalan region and is inspired by the produce of the season.  The creativity and genius of the kitchen is outstanding and this flows through to the team at front of house.  When you entrust your passion and artwork to your team many chefs roll the dice, however not here.  The front of house team are as passionate, warm, friendly, engaging and their knowledge is breathtaking.  We feel honored to have experienced the generosity of spirit and cuisine.  Thank you to all the team at El Cellar De Can Roca and for the private tour of the kitchen after dinner.",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r918896765-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-08-08,melandashfoodies,"Sorry for my belated review, I am playing catch up. Avid user of trip advisor but need to be better with adding my own reviews as it is such a useful tool.  It is quite easy to see why this restaurant is considered one of the best in the world.   The restaurant itself is beautiful and sat in a very unassuming part of town away from all of the hustle and bustle of Girona. Due to the upmarket design, it did feel a little stuffy to us, but it really is a gorgeous place and certainly did not hinder our enjoyment of our tasting menu.  The food is beautifully presented, stunningly tasty but for me,  having watched chefs table and the cigar course, I expected a bit more  theatre. That being said we were served an amazing course that rained to create a jus and this was stunningly presented and tasted divine!   The wine list was huge and we opted for a flight to go with our meal and all of the wines on it were lovely, as per the norm for restaurants of this calibre, there was wine for every taste and budget and the staff were attentive and friendly and were able to explain the dishes to us in English.  A great experience and I would recommend visiting here if food is your thing!",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r908812594-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-08-02,James T,"This is everything you'd expect from a restaurant with 3 Michelin stars.  The food was beautifully presented with great professionalism and the occasional piece of theatre.  The initial sequences taking you on a gastronomic history of the three chefs' was fantastic: I particularly loved the ""chicken muffin,"" which was no larger than a thumb nail but somehow managed to yield a different flavour of a roast chicken dinner every time I chewed it.  We opted for the Feast Menu with wine pairings, which the waiter described as the restaurant's ""full experience.""  We lost count of the number of courses but it was more than 10, especially when you count the pre-menu courses and the petits fours.  A very small glass of wine perfectly paired with each course was wonderful and meant we got to try many wines we would never normally drink.  The two burgundys (a pinot noir and an almost creamy unoaked chardonnay) were standout selections.  Other courses of note were the celeriac mille feuille, the textures of tomato, the macadamia rose with the helium strawberry foam (surely all restaurants should have a helium foam trolley?) and the grilled egg plant.  I would have like to have seen a cheese course given the otherwise enormous breadth of the menu.  The petits fours trolley was something straight out of Charlie & The Chocolate Factory and the theme was lovely to see repeated in the sweet shop in central Girona.  Service was excellent although the waiters sometimes talked a little too quickly to catch everything.  It's difficult for them as there are so many courses and timing for some of them is critical in order for the plate to arrive in the right state (foams, ice creams etc).  The waiters were very knowledgeable and able to have a conversation about every single thing on the menu.  The cost is naturally high but given haute cuisine prices in major cities and the very considerable amount of investment in the restaurant and the menu, prices were within the range I had expected.  A truly memorable experience highly recommended.",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r907384675-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-07-28,Gerard Lopez,"What an incredible amazing lunch we have had here. We sat at a table from 12.45 h to almost 18.00 h and it flew by in a minute.  Excellent food , well served and explained by our very professional waiter Alex.  13 appetizers followed by the Feast menu of 13 plates may seem a lot but it’s not.  It’s the perfect amount , for the plates are quiet small , meant for you to tast each flavour without feeling full at any moment.  Highlight of the day was the kindness and availability of the 3 Roca brothers who took  time to take a photo with us and were kind enough to show us their kitchen.  Chapeau !!! ",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r906383747-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-07-06,Joanne P,"We were so looking forward to this and overall it was very disappointing compared to Arzak and Berasategui. We chose the smaller tasting menu (as I've learnt that I can't manage a 13-course one) - 230€ for 5 dishes and 2 deserts with 85€ wine pairing (8 wines).  There was complimentary house cava which I thought a nice touch.   Before the menu however there were some 15 amuse bouches, meaning I was feeling fullish and overloaded before we even started on it; one of these was sole on crispy skin which was like leather which I had to remove from my mouth into a tissue (and in the absence of a plate - they were served in a series onto a 2x2x2cm granite 'post'  - put in my bag for later disposal).  There were a couple of stand out dishes - the celeriac,  the langostine and the caramelised apricot.  Unfortunately the poularde star of the show was encased in brioche which was soggy inside. Some imperfections in the space as well - thin, loose-laid carpets which looked rumpled and had the rubber underlay showing, loose and grubby soap dispenser in the men's toilet. Not a 3 star experience. ",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r900948718-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,2,en
2023-07-01,Chris L,"Second visit with friends. As fantastic as the first time. We went for the feast  menu with wine fight. What theatre! Food, wine & service impeccable. Visit if you ever get the opportunity.",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r899634574-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-06-14,Oscar,"Service/Decor: The restaurant is beautiful—modern, clean, and simply decorated without being sterile, the decor and natural lighting makes the place warm and inviting. The service is phenomenal, no request is too large. Everyone who assisted us (too many waiters, sommeliers, and other staff to name) were both professional and friendly. The entire service lasted four and a half hours, but was orchestrated magically. Plates and glasses were cleared without distraction, and courses were well explained. We were given a tour of the kitchen after asking, and Joan and Jordi both posed for pictures and signed our books we had purchased.  Food and Beverage: The feast menu is about 13 courses, but also includes about 15 appetizers. It sounds like a ton of food, but you are not rushed at all. Take your time, savor every bite and enjoy the moment. I had gastric surgery and was very worried about not being able to make it through, but I finished the meal along with a wine pairing. You may not love every dish, but this is not just food, this is art. Art may sometimes bother or challenge your perceptions, but take it as part of the experience. I was the only one at the table who chose the wine pairing, which was expertly presented with wines from across Europe. Every wine was delicious, and the pairing was explained well. I shared my pairing with my aunt, as I do not drink too much, but wanted to fully experience the offerings of all three brothers.  Overall, this is truly a once in a lifetime experience. Do not be intimated by the restaurant’s prestige, the experience is fun, challenging, delicious, and magical.",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r895138883-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-06-05,CJ B,Exceptional experience that is highly recommended. Andrea provided outstanding service. The presentation of the 20+ courses was immaculate. Everything was well-orchestrated and delivered. Phenomenal!,https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r893553945-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-05-09,Henry H,"My wife and I decided to travel across the Atlantic to dine here after being intrigued by the Chef's Table episode featuring Jordi Roca and the uber-talented Roca brothers who have made this restaurant into an amazing bucket list worthy experience.  As a frugal individual who does not typically spend my hard earned dollars frivolously, this splurge was absolutely worth every penny and then some. We thought this would be a once in a lifetime thing, but after what we experienced, we honestly hope to have the opportunity to come back here again sometime in the future. I would recommend it to anyone.  Our waiter, Pablo, and our sommelier, Cyril, were absolutely outstanding! I can't thank them both enough for making this an amazing experience. Their presentation and knowledge of the dishes and wines being served were exceptional. Thank you to both of of you for making this a most memorable experience.  If you want to experience a meal of a lifetime with impeccable service, please do yourself a favour and visit this restaurant; it is outstanding!!",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r889722728-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-03-24,sakurabunny888,"Everything was great but the number of the dish were just too much. We chose 13 feasting menu. What started as great slowly turned to feeling very full and could not even finish couples of last dishes. We just wonder the necessity of having that many dishes. I think the dish could finish much earlier ie. around 8 dishes. It's more than enough in satifsying our palates and fulfilling our appetite. Afterwards, the dishes felt like a redundant. The venue, atmosphere and service was great. It is expensive but with the many dishes, it's quite a value for money",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r883362258-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,4,en
2023-02-19,LeFrequentTraveller,"Booked the restaurant 11 months before our forthcoming wedding anniversary and we weren’t disappointed  Ordered the 15 course feast menu, with 10-12 amuses and accompanying wines  Service was fun and informative  We enjoyed every course over the 4 hours of  foodie entertainment  Defo one of our top 4 meals we’ve experienced and worthy of its 3* rating",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r879306015-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2023-02-05,Elli Y,"Absolutely exquisite experience! From the moment we walked in to the moment we walked out everything was perfect! I have never been served as I was there, but the food....I've had better.",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r877581635-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2022-12-19,Sarosh K,"As a disciple of gastronomy, i found myself last Saturday in Girona, a delightful cobblestoned medieval town a couple of hours north of Barcelona, the site of celebrated 3 Michelin El Celler de Can Roca, the brainchild of the famed Brothers Roca.   I found later that Girona, dating back to pre-Roman empire times, is not only a cycling Mecca, the favorite training base of multiple Tour de France winner Lance Armstrong, but also the backdrop for many scenes of the popular TV series Game of Thrones. Picturesque and dramatic it certainly is.   A few years earlier, i had been fortunate enough to have persuaded the chef at 2 Michelin star Dani Maison on the island of Ischia, near Napoles, to open the restaurant for lunch specially for my party of 8, since all dinner reservations had been spoken for many months ago, for the entire week i had been scheduled to be in the area, with none of the cancellations we had been hoping for.   After we explained the situation and begged (piteously!) several times, the chef had been gracious enough to round up his crew and accommodate us. It was simply the best meal of my life, especially memorable since i make it a point to experience as many Michelin restaurants as i can during my travels.   We had been sailing the Amalfi Coast, a week of Michelin delight, stopping in at the various coastal towns and villages: to name a few, Capri, Positano, Sorrento and other equally impossibly beautiful and romantic medieval towns, setting our sailing schedule to match the reservations we had been able to procure.  A 3 Michelin meal is supposedly particularly worth making a special trip for. So, it was with great hope and anticipation that we made a transcontinental trip to Barcelona, and then a couple hours north, deep into the separatist province of Catalunya, on the Iberian peninsula, for El Celler de Can Roca.   My niece Gayatri had somehow managed a snag a reservation for 715pm for this date, due to a cancellation some months prior. So my travel plans were built around this reservation.   The entrance to the restaurant is dramatic, as the backlit ivy-covered passage walls suddenly open onto a large outdoor seating courtyard visible from the angled floor-to-ceiling glass walls. Since it is winter, and temperatures are quite cold, there were no patrons outdoors, but it must be quite pleasant in warmer times.   As we entered the restaurant, we found one of the well-coiffed brothers Roca industriously signing the flyleaf of a pile of books on the counter. It appears there is a whole section of coffee table books devoted to recipes and descriptions of the meal we were about to experience. Our salivary glands quivered!  While expensive (prix fixe 270 €) that’s not excessive for 12 courses following 16 appetizers. I had skipped lunch, in anticipation! But it is definitively caloric overkill, while visually and creatively impressive.  We were  informed by the proud waiter that no fewer than 400 fresh organic local ingredients had been used to prepare a specially curated vegetarian meal.   The venue, service, technical expertise and presentation were impeccable, but i  found the taste itself bland, insipid, unidimensional and uninspired, with many sauces and textures indistinguishable from each other,  a real letdown and disappointment. Oh, well!",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r872257048-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,2,en
2022-12-18,KingofCoogee,"We started our journey running into Jordi Roca in the car park.  I wasn’t sure what omen this was meant to be. We arrived with big expectations.  We were greeted and seamlessly seated.  They were staff gliding about everywhere, all knowing where to be an what to do.    We choose the feast menu, for an additional €40 it seemed silly not to try the entire menu rather than the shorter menu.   I had the pairing wines. I was greeted by Josep Roca.   We started with appetizers which were not on the menu and they seemed to keep coming. All of these were magnifícant.   The menu and the wine paring commented. Over 4 hours we experienced magic. I cannot describe what I ate or experienced.  It exceeded all of my expectations.    I said it would be a once in a lifetime  experience but that will not be, I’m going back!",https://www.tripadvisor.com/ShowUserReviews-g187499-d996088-r872156336-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html,5,en
2024-10-30,dyhx,"A Michelin starred restaurant serving traditional Taiwanese. We went for their set menu which included a few of their signatures. In general, it fell short of my expectations. The food was of a good quality but it didn't wow, neither in taste nor in food presentation. I did enjoy the Roasted Suckling Pig which was served in 3 ways - crackling skin (1 pc each only), meat and ribs, shredded meat in Gua Bao. The traditional fried bee hoon was delish too, so basic, so simple but yummy, using their local bee hoon that's more bouncy in texture. The dessert was also interesting, first time having grass jelly in pure liquid form instead of the solidified jelly and to have it with crushed peanuts added a different dimension. I was disappointed though that they didn't ask about nut allergy, not that I have it but I expected that of a Michelin star restaurant charging S$160 per pax.  Reservations required and some dishes require advance ordering too.",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r978076646-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,3,en
2023-10-26,Bwkuah,"restauarant showcases taiwanese new cuisine, very impressive menu of new dishes, the platter was unique, abalone, chicken, fish roe, etc. roast suckling pig prepared 3 ways was a bit too much, seafood in glutinous rice w crab was probably the best, chicken in pig stomach js a native favourite but dish wasn’t hot enough,  definitely worth a visit but stick to the basics",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r923055834-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,4,en
2020-07-17,minshiung,"At first, I was shocked by their prices being quite high, thus a high expectation is expected.  Every dish is delicious says all why prices as such.  I will keep my review a brief one, as YOU must come to try it on your own.",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r760350660-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,5,en
2020-02-01,Juergswiss,Who ever has allowed Guide Michelin to this website is fooled. The outside had a promising face. Coming in is like walking in to a cheap cafe. To bright No table cloths. And most of the food mediocre and not hot. The wooden tables rather scratched and not decorated. The service staff where friendly but that’s the only good thing about it. We ended up paying for two People 258.- £= 11121 NTS we had set Menu + 1 small Glas of white wine and one Tea. I am very sad I had chosen to come here. I have over 35 Years experience in the Restaurant business and I have never had a let down like this.,https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r742378730-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,2,en
2020-01-27,SHSL,"We had a wonderful dinner of Taiwanese cuisine in this beautiful restaurant. The food tasted good. We don’t like oily, heavy and salty food and the seasoning of the food in this restaurant was perfect for us. The waitress who served us gave good recommendations. Really enjoyed the smoked chicken, the clear soup with ginger and the almond dessert. ",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r741651798-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,5,en
2019-12-18,The_TravellerSg,"Being a Michelin star, one always wander what makes it a standout from the many restaurants around in Taipei.  For this restaurant, I think the reason behind it is making simple dishes looks good and taste good ( if they can make it )  For me, dining here is a wonderful experience as they made ordinary daily food looks extremely photo friendly in these days of Instagram.  Of the dishes we ordered, I cannot find one dish that I would say yes this is splendid but neither can I say oh this is horrible.  Therefore, I would say dining here is very subjective. ",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r733408841-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,3,en
2019-11-22,M. R.,"Very interesting local cuisine. Spotless service and very inclined to explain the origin and the preparation of the dishes.  Good ambiance, even if it lacks a bit more modern vibes. ",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r728325091-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,4,en
2019-10-08,Zebregrey,"The only thing that’s good about this restaurant is they have used a good designer to build their website as everything looks and sounds so wonderful in it. This was the reason I went without seeing any reviews in order to stay neutral. The first impression on arrival I was impressed by the build and its grand entrance. The food arrived with lovely presentation for our eyes but from there all went downhill. Taste was incredibly blend, we all had to dip into their accompanying sauces for flavor. The whole dinner was a great disappointment and absolutely not worthy for such high price......",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r716441299-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,2,en
2019-05-30,dpack84,"I can not believe this place has a Michelin star.   The only good thing about this place is the front door.    I am not a picky person at all. I love street food and high end restaurants. I love food of all kinds, but this place is horrible and for the price I was extremely dissatisfied. Even if it was cheap I would have been disappointed.   Bad decor, dirty floor, no flavor, very, VERY bland food.   I never leave reviews, but felt compelled to do so for this restaurant because it’s price and the supposed Michelin star makes it far worse that the food was so bad. ",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r677601244-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,1,en
2019-04-25,keithhongkong,"Entrance is grand.  One of the best in Taipei.  Waitress are elegant and informative.  Lead us to our table in a room on the 2nd floor.  Our party of 12 (6 adults and 6 kids) ordered a set menu for 8 which suppose to her their famous selections. I have tried all the dishes and I would say they are ok delicious but not extravagant.  I have tried a few Taiwan restaurants in HK, and I think they are pretty much the same.   Only the deco is grander and is located in Taipei.  I could recommend for others to try one time, but I will not come again.",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r669306489-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,3,en
2019-04-14,TaiwanWalker,"New Michelin 1* Taiwanese restaurant in Taipei. Sorry to say the only dish I like is their entree platter, other dishes at Mountain and Sea House are just “ordinary”. The amazing plating does not help the favours. And sadly, each dish tastes blander then the one before it. Having said that, even though Mountain and Sea House is where fine dining Taiwanese cuisine originated, I would rather visit other humble restaurants that can truly do justice to Taiwanese cuisine.",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r666565687-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,2,en
2019-04-07,vagabondshoes,"Experienced visitors to Taipei already know that Taiwanese are real foodies.  Restaurants of every description and price point are available in Taipei.  For those who don't mind spending more for an authentic Taiwanese dining experience, reserve a table at Mountain and Sea House Restaurant.  Bring a lot of friends because you will be served A LOT of food!  If you don't know what to order, just pre-order one of their set dinners.  These come in various price levels.  If you're really hungry, add one of their specialty dishes.  You have to order these in advance because they may take more than a day to prepare.  Everything is made fresh and grown from their farms.  If you don't speak Mandarin, ask for a server who can speak English and she will explain in meticulous detail how each and every dish is made as it is served to you.",https://www.tripadvisor.com/ShowUserReviews-g13808671-d6674788-r664595251-Mountain_and_Sea_House-Zhongshan_District_Taipei.html,5,en
