review_index,sentence_index,sentence,original_review,sample_index,index,char_count,Date,Author,URL,Rating,Language,Ensembled Sentiment
2,2.4,"Good selection of wines and the ones we were served with the menu were really good, especially the white one (Riesling Alcase 2016)."," We had a very good dinner, however not one star experience (this is why rated it with 3).  The chef offer at the beginning was with neutral taste,  Best plate from the entree is the egg with black truffe (highly recommended).  The bread was very good and the same was the beef as main plate (very good grilled with a delicious sauce). Good selection of wines and the ones we were served with the menu were really good, especially the white one (Riesling Alcase 2016).   The cheese at the end was average. as it was grated cheese, where the taste was lost.  Good service.  Priced as 1star, Yet not at this level.  ",2,1090,472,2018-02-03,Belangelie,https://www.tripadvisor.com/ShowUserReviews-g196497-d15014147-r558183901-Thierry_Schwartz_Le_Restaurant-Obernai_Bas_Rhin_Grand_Est.html,3,en,Positive (0.9993)
2,2.5,The cheese at the end was average.," We had a very good dinner, however not one star experience (this is why rated it with 3).  The chef offer at the beginning was with neutral taste,  Best plate from the entree is the egg with black truffe (highly recommended).  The bread was very good and the same was the beef as main plate (very good grilled with a delicious sauce). Good selection of wines and the ones we were served with the menu were really good, especially the white one (Riesling Alcase 2016).   The cheese at the end was average. as it was grated cheese, where the taste was lost.  Good service.  Priced as 1star, Yet not at this level.  ",2,1090,472,2018-02-03,Belangelie,https://www.tripadvisor.com/ShowUserReviews-g196497-d15014147-r558183901-Thierry_Schwartz_Le_Restaurant-Obernai_Bas_Rhin_Grand_Est.html,3,en,Negative (0.9942)
2,2.6,"as it was grated cheese, where the taste was lost."," We had a very good dinner, however not one star experience (this is why rated it with 3).  The chef offer at the beginning was with neutral taste,  Best plate from the entree is the egg with black truffe (highly recommended).  The bread was very good and the same was the beef as main plate (very good grilled with a delicious sauce). Good selection of wines and the ones we were served with the menu were really good, especially the white one (Riesling Alcase 2016).   The cheese at the end was average. as it was grated cheese, where the taste was lost.  Good service.  Priced as 1star, Yet not at this level.  ",2,1090,472,2018-02-03,Belangelie,https://www.tripadvisor.com/ShowUserReviews-g196497-d15014147-r558183901-Thierry_Schwartz_Le_Restaurant-Obernai_Bas_Rhin_Grand_Est.html,3,en,Negative (0.9986)
2,2.7,Good service.," We had a very good dinner, however not one star experience (this is why rated it with 3).  The chef offer at the beginning was with neutral taste,  Best plate from the entree is the egg with black truffe (highly recommended).  The bread was very good and the same was the beef as main plate (very good grilled with a delicious sauce). Good selection of wines and the ones we were served with the menu were really good, especially the white one (Riesling Alcase 2016).   The cheese at the end was average. as it was grated cheese, where the taste was lost.  Good service.  Priced as 1star, Yet not at this level.  ",2,1090,472,2018-02-03,Belangelie,https://www.tripadvisor.com/ShowUserReviews-g196497-d15014147-r558183901-Thierry_Schwartz_Le_Restaurant-Obernai_Bas_Rhin_Grand_Est.html,3,en,Positive (0.9993)
2,2.8,"Priced as 1star, Yet not at this level."," We had a very good dinner, however not one star experience (this is why rated it with 3).  The chef offer at the beginning was with neutral taste,  Best plate from the entree is the egg with black truffe (highly recommended).  The bread was very good and the same was the beef as main plate (very good grilled with a delicious sauce). Good selection of wines and the ones we were served with the menu were really good, especially the white one (Riesling Alcase 2016).   The cheese at the end was average. as it was grated cheese, where the taste was lost.  Good service.  Priced as 1star, Yet not at this level.  ",2,1090,472,2018-02-03,Belangelie,https://www.tripadvisor.com/ShowUserReviews-g196497-d15014147-r558183901-Thierry_Schwartz_Le_Restaurant-Obernai_Bas_Rhin_Grand_Est.html,3,en,Negative (0.9868)
3,3.1,We were wecomely received and were told to 'feel at home'.,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.9879)
3,3.2,We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings.,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.9994)
3,3.3,All of the service staff were friendly and professional.,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.9993)
3,3.4,The courses were very pleasing to the eye and a sensation on the palate.,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.9994)
3,3.5,Several courses were served as two separate dishes.,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Negative (0.9742)
3,3.6,The sommelier remembered comments and altered the following wines accordlingly.,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.5003)
3,3.7,We arrived at 6:30 pm and left after 11 pm.,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.5003)
3,3.8,An amazing evening from start to finish.,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.9994)
3,3.9,"Definitely a luxury, but for a special occasion well worth it.","We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.9994)
3,3.1,Thank you so much!,"We were wecomely received and were told to 'feel at home'. We enjoyed the delights of creative and innovative cuisine of the 8 course menu along with the wine pairings. All of the service staff were friendly and professional. The courses were very pleasing to the eye and a sensation on the palate. Several courses were served as two separate dishes. The sommelier remembered comments and altered the following wines accordlingly. We arrived at 6:30 pm and left after 11 pm. An amazing evening from start to finish. Definitely a luxury, but for a special occasion well worth it. Thank you so much!",3,775,481,2020-10-01,tassieBerlin,https://www.tripadvisor.com/ShowUserReviews-g187323-d718320-r772642435-Rutz_Restaurant_Weinbar-Berlin.html,5,en,Positive (0.9993)
4,4.1,Amazing one- star food based on Norwegian products!!,"Amazing one- star food based on Norwegian products!! We strongly recommend it if you’re visiting Oslo and you want to celebrate something special :)   The prices of the food menu are reasonable comparing to any other restaurant in Oslo with normal food…the prices only double those, but Kontrast quality is much better than double :) (just to say something, the drinks prices are quite high, as in every Michelin restaurant)  The place is super nice, you feel really comfortable and the service is excellent! As they notice that we were Spanish they told an Spanish waiter to come to our table and explain all the dishes to us :)  WE LOVED IT!!!!!",4,1156,509,2021-08-28,alejandra d,https://www.tripadvisor.com/ShowUserReviews-g190479-d5551804-r806812619-Restaurant_Kontrast-Oslo_Eastern_Norway.html,5,en,Positive (0.9994)
4,4.2,"We strongly recommend it if you’re visiting Oslo and you want to celebrate something special :)   The prices of the food menu are reasonable comparing to any other restaurant in Oslo with normal food…the prices only double those, but Kontrast quality is much better than double :) (just to say something, the drinks prices are quite high, as in every Michelin restaurant)  The place is super nice, you feel really comfortable and the service is excellent!","Amazing one- star food based on Norwegian products!! We strongly recommend it if you’re visiting Oslo and you want to celebrate something special :)   The prices of the food menu are reasonable comparing to any other restaurant in Oslo with normal food…the prices only double those, but Kontrast quality is much better than double :) (just to say something, the drinks prices are quite high, as in every Michelin restaurant)  The place is super nice, you feel really comfortable and the service is excellent! As they notice that we were Spanish they told an Spanish waiter to come to our table and explain all the dishes to us :)  WE LOVED IT!!!!!",4,1156,509,2021-08-28,alejandra d,https://www.tripadvisor.com/ShowUserReviews-g190479-d5551804-r806812619-Restaurant_Kontrast-Oslo_Eastern_Norway.html,5,en,Positive (0.9994)
4,4.3,As they notice that we were Spanish they told an Spanish waiter to come to our table and explain all the dishes to us :)  WE LOVED IT!!!!,"Amazing one- star food based on Norwegian products!! We strongly recommend it if you’re visiting Oslo and you want to celebrate something special :)   The prices of the food menu are reasonable comparing to any other restaurant in Oslo with normal food…the prices only double those, but Kontrast quality is much better than double :) (just to say something, the drinks prices are quite high, as in every Michelin restaurant)  The place is super nice, you feel really comfortable and the service is excellent! As they notice that we were Spanish they told an Spanish waiter to come to our table and explain all the dishes to us :)  WE LOVED IT!!!!!",4,1156,509,2021-08-28,alejandra d,https://www.tripadvisor.com/ShowUserReviews-g190479-d5551804-r806812619-Restaurant_Kontrast-Oslo_Eastern_Norway.html,5,en,Positive (0.9994)
4,4.4,!,"Amazing one- star food based on Norwegian products!! We strongly recommend it if you’re visiting Oslo and you want to celebrate something special :)   The prices of the food menu are reasonable comparing to any other restaurant in Oslo with normal food…the prices only double those, but Kontrast quality is much better than double :) (just to say something, the drinks prices are quite high, as in every Michelin restaurant)  The place is super nice, you feel really comfortable and the service is excellent! As they notice that we were Spanish they told an Spanish waiter to come to our table and explain all the dishes to us :)  WE LOVED IT!!!!!",4,1156,509,2021-08-28,alejandra d,https://www.tripadvisor.com/ShowUserReviews-g190479-d5551804-r806812619-Restaurant_Kontrast-Oslo_Eastern_Norway.html,5,en,Positive (0.9968)
5,5.1,A complicated menu with some of the offerings not available.,"A complicated menu with some of the offerings not available. The place is extremely overpriced for what they offer - olives soaked in olive oil with a weak ""citrus"" condiment; oysters on the half shell with possibly the most boring sauce ever (green mamão vinagrete), raviolis no better than anything you'd get at Eataly, meat you could do yourself at home, pork with lots of fat in it - the Chef's ego is bigger than his creations. I will never return, service was weak and they suggested 14% when standard tips in São Paulo are 10%. Impossible to rate this experience above average and if you reserve and don't show up, he'll charge you. There are literally hundreds of better places in the city. Nothing of this experience was memorable.",5,395,585,2021-11-28,Whissely,https://www.tripadvisor.com/ShowUserReviews-g303631-d6958658-r820373640-Tuju-Sao_Paulo_State_of_Sao_Paulo.html,3,en,Negative (0.9982)
5,5.2,"The place is extremely overpriced for what they offer - olives soaked in olive oil with a weak ""citrus"" condiment; oysters on the half shell with possibly the most boring sauce ever (green mamão vinagrete), raviolis no better than anything you'd get at Eataly, meat you could do yourself at home, pork with lots of fat in it - the Chef's ego is bigger than his creations.","A complicated menu with some of the offerings not available. The place is extremely overpriced for what they offer - olives soaked in olive oil with a weak ""citrus"" condiment; oysters on the half shell with possibly the most boring sauce ever (green mamão vinagrete), raviolis no better than anything you'd get at Eataly, meat you could do yourself at home, pork with lots of fat in it - the Chef's ego is bigger than his creations. I will never return, service was weak and they suggested 14% when standard tips in São Paulo are 10%. Impossible to rate this experience above average and if you reserve and don't show up, he'll charge you. There are literally hundreds of better places in the city. Nothing of this experience was memorable.",5,395,585,2021-11-28,Whissely,https://www.tripadvisor.com/ShowUserReviews-g303631-d6958658-r820373640-Tuju-Sao_Paulo_State_of_Sao_Paulo.html,3,en,Negative (0.9983)
5,5.3,"I will never return, service was weak and they suggested 14% when standard tips in São Paulo are 10%.","A complicated menu with some of the offerings not available. The place is extremely overpriced for what they offer - olives soaked in olive oil with a weak ""citrus"" condiment; oysters on the half shell with possibly the most boring sauce ever (green mamão vinagrete), raviolis no better than anything you'd get at Eataly, meat you could do yourself at home, pork with lots of fat in it - the Chef's ego is bigger than his creations. I will never return, service was weak and they suggested 14% when standard tips in São Paulo are 10%. Impossible to rate this experience above average and if you reserve and don't show up, he'll charge you. There are literally hundreds of better places in the city. Nothing of this experience was memorable.",5,395,585,2021-11-28,Whissely,https://www.tripadvisor.com/ShowUserReviews-g303631-d6958658-r820373640-Tuju-Sao_Paulo_State_of_Sao_Paulo.html,3,en,Negative (0.9995)
5,5.4,"Impossible to rate this experience above average and if you reserve and don't show up, he'll charge you.","A complicated menu with some of the offerings not available. The place is extremely overpriced for what they offer - olives soaked in olive oil with a weak ""citrus"" condiment; oysters on the half shell with possibly the most boring sauce ever (green mamão vinagrete), raviolis no better than anything you'd get at Eataly, meat you could do yourself at home, pork with lots of fat in it - the Chef's ego is bigger than his creations. I will never return, service was weak and they suggested 14% when standard tips in São Paulo are 10%. Impossible to rate this experience above average and if you reserve and don't show up, he'll charge you. There are literally hundreds of better places in the city. Nothing of this experience was memorable.",5,395,585,2021-11-28,Whissely,https://www.tripadvisor.com/ShowUserReviews-g303631-d6958658-r820373640-Tuju-Sao_Paulo_State_of_Sao_Paulo.html,3,en,Negative (0.5004)
5,5.5,There are literally hundreds of better places in the city.,"A complicated menu with some of the offerings not available. The place is extremely overpriced for what they offer - olives soaked in olive oil with a weak ""citrus"" condiment; oysters on the half shell with possibly the most boring sauce ever (green mamão vinagrete), raviolis no better than anything you'd get at Eataly, meat you could do yourself at home, pork with lots of fat in it - the Chef's ego is bigger than his creations. I will never return, service was weak and they suggested 14% when standard tips in São Paulo are 10%. Impossible to rate this experience above average and if you reserve and don't show up, he'll charge you. There are literally hundreds of better places in the city. Nothing of this experience was memorable.",5,395,585,2021-11-28,Whissely,https://www.tripadvisor.com/ShowUserReviews-g303631-d6958658-r820373640-Tuju-Sao_Paulo_State_of_Sao_Paulo.html,3,en,Negative (0.6177)
5,5.6,Nothing of this experience was memorable.,"A complicated menu with some of the offerings not available. The place is extremely overpriced for what they offer - olives soaked in olive oil with a weak ""citrus"" condiment; oysters on the half shell with possibly the most boring sauce ever (green mamão vinagrete), raviolis no better than anything you'd get at Eataly, meat you could do yourself at home, pork with lots of fat in it - the Chef's ego is bigger than his creations. I will never return, service was weak and they suggested 14% when standard tips in São Paulo are 10%. Impossible to rate this experience above average and if you reserve and don't show up, he'll charge you. There are literally hundreds of better places in the city. Nothing of this experience was memorable.",5,395,585,2021-11-28,Whissely,https://www.tripadvisor.com/ShowUserReviews-g303631-d6958658-r820373640-Tuju-Sao_Paulo_State_of_Sao_Paulo.html,3,en,Negative (0.9996)
6,6.1,"On the one hand, from the side such as food, it is fine for me even if there is no any connection between every dish ,but after asking the chef I notice that they want this, therefore it is fine.","On the one hand, from the side such as food, it is fine for me even if there is no any connection between every dish ,but after asking the chef I notice that they want this, therefore it is fine. On the other, the waitress is good and the chef or people working at the kitchen is excellent as well, but the waiter is a little bit rude, because when I ask can I change my seat they directly answer me such as NO,emmm they should say I deeply understand the reason you want to change the seat, but unfortunately, it has been done at the moment and the new lamp is on the way,because we ordered it a few days ago,but next time when you come I will arrange a best seat for you. Don’t worry anything, you have my word. I am not a teacher therefore 3 star",6,892,583,2023-04-04,RorschAch,https://www.tripadvisor.com/ShowUserReviews-g308272-d15698065-r884813489-Taian_Table-Shanghai.html,3,en,Positive (0.9962)
6,6.2,"On the other, the waitress is good and the chef or people working at the kitchen is excellent as well, but the waiter is a little bit rude, because when I ask can I change my seat they directly answer me such as NO,emmm they should say I deeply understand the reason you want to change the seat, but unfortunately, it has been done at the moment and the new lamp is on the way,because we ordered it a few days ago,but next time when you come I will arrange a best seat for you.","On the one hand, from the side such as food, it is fine for me even if there is no any connection between every dish ,but after asking the chef I notice that they want this, therefore it is fine. On the other, the waitress is good and the chef or people working at the kitchen is excellent as well, but the waiter is a little bit rude, because when I ask can I change my seat they directly answer me such as NO,emmm they should say I deeply understand the reason you want to change the seat, but unfortunately, it has been done at the moment and the new lamp is on the way,because we ordered it a few days ago,but next time when you come I will arrange a best seat for you. Don’t worry anything, you have my word. I am not a teacher therefore 3 star",6,892,583,2023-04-04,RorschAch,https://www.tripadvisor.com/ShowUserReviews-g308272-d15698065-r884813489-Taian_Table-Shanghai.html,3,en,Positive (0.5036)
6,6.3,"Don’t worry anything, you have my word.","On the one hand, from the side such as food, it is fine for me even if there is no any connection between every dish ,but after asking the chef I notice that they want this, therefore it is fine. On the other, the waitress is good and the chef or people working at the kitchen is excellent as well, but the waiter is a little bit rude, because when I ask can I change my seat they directly answer me such as NO,emmm they should say I deeply understand the reason you want to change the seat, but unfortunately, it has been done at the moment and the new lamp is on the way,because we ordered it a few days ago,but next time when you come I will arrange a best seat for you. Don’t worry anything, you have my word. I am not a teacher therefore 3 star",6,892,583,2023-04-04,RorschAch,https://www.tripadvisor.com/ShowUserReviews-g308272-d15698065-r884813489-Taian_Table-Shanghai.html,3,en,Positive (0.9968)
6,6.4,I am not a teacher therefore 3 star,"On the one hand, from the side such as food, it is fine for me even if there is no any connection between every dish ,but after asking the chef I notice that they want this, therefore it is fine. On the other, the waitress is good and the chef or people working at the kitchen is excellent as well, but the waiter is a little bit rude, because when I ask can I change my seat they directly answer me such as NO,emmm they should say I deeply understand the reason you want to change the seat, but unfortunately, it has been done at the moment and the new lamp is on the way,because we ordered it a few days ago,but next time when you come I will arrange a best seat for you. Don’t worry anything, you have my word. I am not a teacher therefore 3 star",6,892,583,2023-04-04,RorschAch,https://www.tripadvisor.com/ShowUserReviews-g308272-d15698065-r884813489-Taian_Table-Shanghai.html,3,en,Negative (0.9912)
7,7.1,This has become a very popular restaurant in Urla.,"This has become a very popular restaurant in Urla. But it seems that the restaurant has began to believe in its own publicity.  Service was avarege.  The food generally good but not exceptional.  The desert offer was poor. Whats annoyed us was having chosen an award winning red Mozaik wine , we were told that it was full of tanens and the "" somelier"" suggested something else and of course at a high price.  We thought the wine list was good but seriously over priced.  We also decided to buy at the Mozaik wineyard and try the Mozaik wine we wanted to drink. There were no tanens in this 2012 beauty ?!  We can only assume that the somelier was Just pushing high margin wines for greater profit.  İn all, the restaurant is good but not 5 star- however nice a venue.",7,438,602,2022-08-26,banu sez,https://www.tripadvisor.com/ShowUserReviews-g2543601-d16659039-r856518471-OD_Urla-Urla_Izmir_Province_Turkish_Aegean_Coast.html,4,en,Positive (0.9991)
