review_index,sentence_index,sentence,original_review,sample_index,index,char_count,Date,Author,URL,Rating,Language
1,1.11,"Service: Excellent 5/5 Price: 3-4/5 this incredible experience comes at a steep price, even for Luxembourg.","An incredible experience.  Highly recommended (if you can afford it)  Like other commentators, I am also not a vegetarian  and when I saw the menu was skeptical. Well, it was awesome food throughout the dinner. Tasty and savors, tastes never tried before. The chef uses little known and local herbs, plants and vegetables,  masterfully combined in delicious dishes.  Portion and the menu are well balance. Service excellent with the chef in the room almost all the time.  Food: Excellent 5/5 Location: Excellent 5/5. Literally in a small castle... Quiet, romantic, stunning. Few people . Service: Excellent 5/5 Price: 3-4/5 this incredible experience comes at a steep price, even for Luxembourg.",1,1221,547,2024-01-21,A L,https://www.tripadvisor.com/ShowUserReviews-g1006484-d1015502-r934863178-La_Distillerie-Bourglinster.html,5,en
2,2.1,This was my first time eating at such a distinguished and awarded restaurant and I was not disappointed.,"This was my first time eating at such a distinguished and awarded restaurant and I was not disappointed. Each of the 16 courses was beautiful, visually and in terms of flavor. The freshness of the herbs, leaves, fruits, and vegetables made them the star of the meal. Such great combinations and delicious flavor. The river trout was local and just seemed to make sense in this beautiful mountain setting. The carrot ice cream was a game changer and I was searching for recipes right after we left the restaurant.  I’m not a fan of game meats and did not enjoy the roebuck at all, but each and every bite of the other 15 courses was a special once in a lifetime experience.",2,529,537,2024-06-21,Mike,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r956070509-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
2,2.2,"Each of the 16 courses was beautiful, visually and in terms of flavor.","This was my first time eating at such a distinguished and awarded restaurant and I was not disappointed. Each of the 16 courses was beautiful, visually and in terms of flavor. The freshness of the herbs, leaves, fruits, and vegetables made them the star of the meal. Such great combinations and delicious flavor. The river trout was local and just seemed to make sense in this beautiful mountain setting. The carrot ice cream was a game changer and I was searching for recipes right after we left the restaurant.  I’m not a fan of game meats and did not enjoy the roebuck at all, but each and every bite of the other 15 courses was a special once in a lifetime experience.",2,529,537,2024-06-21,Mike,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r956070509-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
2,2.3,"The freshness of the herbs, leaves, fruits, and vegetables made them the star of the meal.","This was my first time eating at such a distinguished and awarded restaurant and I was not disappointed. Each of the 16 courses was beautiful, visually and in terms of flavor. The freshness of the herbs, leaves, fruits, and vegetables made them the star of the meal. Such great combinations and delicious flavor. The river trout was local and just seemed to make sense in this beautiful mountain setting. The carrot ice cream was a game changer and I was searching for recipes right after we left the restaurant.  I’m not a fan of game meats and did not enjoy the roebuck at all, but each and every bite of the other 15 courses was a special once in a lifetime experience.",2,529,537,2024-06-21,Mike,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r956070509-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
2,2.4,Such great combinations and delicious flavor.,"This was my first time eating at such a distinguished and awarded restaurant and I was not disappointed. Each of the 16 courses was beautiful, visually and in terms of flavor. The freshness of the herbs, leaves, fruits, and vegetables made them the star of the meal. Such great combinations and delicious flavor. The river trout was local and just seemed to make sense in this beautiful mountain setting. The carrot ice cream was a game changer and I was searching for recipes right after we left the restaurant.  I’m not a fan of game meats and did not enjoy the roebuck at all, but each and every bite of the other 15 courses was a special once in a lifetime experience.",2,529,537,2024-06-21,Mike,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r956070509-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
2,2.5,The river trout was local and just seemed to make sense in this beautiful mountain setting.,"This was my first time eating at such a distinguished and awarded restaurant and I was not disappointed. Each of the 16 courses was beautiful, visually and in terms of flavor. The freshness of the herbs, leaves, fruits, and vegetables made them the star of the meal. Such great combinations and delicious flavor. The river trout was local and just seemed to make sense in this beautiful mountain setting. The carrot ice cream was a game changer and I was searching for recipes right after we left the restaurant.  I’m not a fan of game meats and did not enjoy the roebuck at all, but each and every bite of the other 15 courses was a special once in a lifetime experience.",2,529,537,2024-06-21,Mike,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r956070509-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
2,2.6,The carrot ice cream was a game changer and I was searching for recipes right after we left the restaurant.,"This was my first time eating at such a distinguished and awarded restaurant and I was not disappointed. Each of the 16 courses was beautiful, visually and in terms of flavor. The freshness of the herbs, leaves, fruits, and vegetables made them the star of the meal. Such great combinations and delicious flavor. The river trout was local and just seemed to make sense in this beautiful mountain setting. The carrot ice cream was a game changer and I was searching for recipes right after we left the restaurant.  I’m not a fan of game meats and did not enjoy the roebuck at all, but each and every bite of the other 15 courses was a special once in a lifetime experience.",2,529,537,2024-06-21,Mike,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r956070509-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
2,2.7,"I’m not a fan of game meats and did not enjoy the roebuck at all, but each and every bite of the other 15 courses was a special once in a lifetime experience.","This was my first time eating at such a distinguished and awarded restaurant and I was not disappointed. Each of the 16 courses was beautiful, visually and in terms of flavor. The freshness of the herbs, leaves, fruits, and vegetables made them the star of the meal. Such great combinations and delicious flavor. The river trout was local and just seemed to make sense in this beautiful mountain setting. The carrot ice cream was a game changer and I was searching for recipes right after we left the restaurant.  I’m not a fan of game meats and did not enjoy the roebuck at all, but each and every bite of the other 15 courses was a special once in a lifetime experience.",2,529,537,2024-06-21,Mike,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r956070509-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
3,3.1,This location is as special as it can get and the journey starts already on your way from the parking lot to the castle.,"This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",3,1021,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en
3,3.2,"Take the way through the garden, the view in the castle is breathtaking.","This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",3,1021,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en
3,3.3,"The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind.","This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",3,1021,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en
3,3.4,Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.,"This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",3,1021,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en
3,3.5,"Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.","This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",3,1021,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en
3,3.6,"The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it.","This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",3,1021,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en
4,4.1,"Simply exquisite night out to celebrate an occasion, just being in Copenhagen, or the art of food.","Simply exquisite night out to celebrate an occasion, just being in Copenhagen, or the art of food.  Service is flawless and the definition of gracious without being haughty in the slightest.  The dishes are food as art, and the ingredients are the epitome and essence of themselves if that makes sense.  As fine as dining gets and distinctions in this ethereal realm between 2 and 3 star Michelin eateries are hard to discern.  The only tiny critique: the non-alcohol drink pairings were a little one-not and on the sweet-tangy side.  A couple had the main fruit juice component overwhelm the other flavors.  A bit more variation with tonics, bitters, kombuchas and the like would elevate the “flight.”",4,737,562,2021-08-29,kyle10014,https://www.tripadvisor.com/ShowUserReviews-g189541-d3842483-r807063539-Kadeau_Copenhagen-Copenhagen_Zealand.html,5,en
4,4.2,Service is flawless and the definition of gracious without being haughty in the slightest.,"Simply exquisite night out to celebrate an occasion, just being in Copenhagen, or the art of food.  Service is flawless and the definition of gracious without being haughty in the slightest.  The dishes are food as art, and the ingredients are the epitome and essence of themselves if that makes sense.  As fine as dining gets and distinctions in this ethereal realm between 2 and 3 star Michelin eateries are hard to discern.  The only tiny critique: the non-alcohol drink pairings were a little one-not and on the sweet-tangy side.  A couple had the main fruit juice component overwhelm the other flavors.  A bit more variation with tonics, bitters, kombuchas and the like would elevate the “flight.”",4,737,562,2021-08-29,kyle10014,https://www.tripadvisor.com/ShowUserReviews-g189541-d3842483-r807063539-Kadeau_Copenhagen-Copenhagen_Zealand.html,5,en
4,4.3,"The dishes are food as art, and the ingredients are the epitome and essence of themselves if that makes sense.","Simply exquisite night out to celebrate an occasion, just being in Copenhagen, or the art of food.  Service is flawless and the definition of gracious without being haughty in the slightest.  The dishes are food as art, and the ingredients are the epitome and essence of themselves if that makes sense.  As fine as dining gets and distinctions in this ethereal realm between 2 and 3 star Michelin eateries are hard to discern.  The only tiny critique: the non-alcohol drink pairings were a little one-not and on the sweet-tangy side.  A couple had the main fruit juice component overwhelm the other flavors.  A bit more variation with tonics, bitters, kombuchas and the like would elevate the “flight.”",4,737,562,2021-08-29,kyle10014,https://www.tripadvisor.com/ShowUserReviews-g189541-d3842483-r807063539-Kadeau_Copenhagen-Copenhagen_Zealand.html,5,en
4,4.4,As fine as dining gets and distinctions in this ethereal realm between 2 and 3 star Michelin eateries are hard to discern.,"Simply exquisite night out to celebrate an occasion, just being in Copenhagen, or the art of food.  Service is flawless and the definition of gracious without being haughty in the slightest.  The dishes are food as art, and the ingredients are the epitome and essence of themselves if that makes sense.  As fine as dining gets and distinctions in this ethereal realm between 2 and 3 star Michelin eateries are hard to discern.  The only tiny critique: the non-alcohol drink pairings were a little one-not and on the sweet-tangy side.  A couple had the main fruit juice component overwhelm the other flavors.  A bit more variation with tonics, bitters, kombuchas and the like would elevate the “flight.”",4,737,562,2021-08-29,kyle10014,https://www.tripadvisor.com/ShowUserReviews-g189541-d3842483-r807063539-Kadeau_Copenhagen-Copenhagen_Zealand.html,5,en
4,4.5,The only tiny critique: the non-alcohol drink pairings were a little one-not and on the sweet-tangy side.,"Simply exquisite night out to celebrate an occasion, just being in Copenhagen, or the art of food.  Service is flawless and the definition of gracious without being haughty in the slightest.  The dishes are food as art, and the ingredients are the epitome and essence of themselves if that makes sense.  As fine as dining gets and distinctions in this ethereal realm between 2 and 3 star Michelin eateries are hard to discern.  The only tiny critique: the non-alcohol drink pairings were a little one-not and on the sweet-tangy side.  A couple had the main fruit juice component overwhelm the other flavors.  A bit more variation with tonics, bitters, kombuchas and the like would elevate the “flight.”",4,737,562,2021-08-29,kyle10014,https://www.tripadvisor.com/ShowUserReviews-g189541-d3842483-r807063539-Kadeau_Copenhagen-Copenhagen_Zealand.html,5,en
4,4.6,A couple had the main fruit juice component overwhelm the other flavors.,"Simply exquisite night out to celebrate an occasion, just being in Copenhagen, or the art of food.  Service is flawless and the definition of gracious without being haughty in the slightest.  The dishes are food as art, and the ingredients are the epitome and essence of themselves if that makes sense.  As fine as dining gets and distinctions in this ethereal realm between 2 and 3 star Michelin eateries are hard to discern.  The only tiny critique: the non-alcohol drink pairings were a little one-not and on the sweet-tangy side.  A couple had the main fruit juice component overwhelm the other flavors.  A bit more variation with tonics, bitters, kombuchas and the like would elevate the “flight.”",4,737,562,2021-08-29,kyle10014,https://www.tripadvisor.com/ShowUserReviews-g189541-d3842483-r807063539-Kadeau_Copenhagen-Copenhagen_Zealand.html,5,en
4,4.7,"A bit more variation with tonics, bitters, kombuchas and the like would elevate the “flight.”","Simply exquisite night out to celebrate an occasion, just being in Copenhagen, or the art of food.  Service is flawless and the definition of gracious without being haughty in the slightest.  The dishes are food as art, and the ingredients are the epitome and essence of themselves if that makes sense.  As fine as dining gets and distinctions in this ethereal realm between 2 and 3 star Michelin eateries are hard to discern.  The only tiny critique: the non-alcohol drink pairings were a little one-not and on the sweet-tangy side.  A couple had the main fruit juice component overwhelm the other flavors.  A bit more variation with tonics, bitters, kombuchas and the like would elevate the “flight.”",4,737,562,2021-08-29,kyle10014,https://www.tripadvisor.com/ShowUserReviews-g189541-d3842483-r807063539-Kadeau_Copenhagen-Copenhagen_Zealand.html,5,en
5,5.1,It's hard to pick the word that would express all my feelings that I felt during the dinner; but if I have to choose I would go with perfection.,"It's hard to pick the word that would express all my feelings that I felt during the dinner; but if I have to choose I would go with perfection. From the moment of our arrival, to aperitif (Mountain sour=TOP), dinning experience which each plate is taking you somewhere else but you are constantly in Slovenia with carefully picked ingredients. We were entertained by amazing young waiters, we went with funky pairing which was more than just amazing. During the night we got company by chef's from the kitchen and that made our stay at Hisa Franko just perfect. Thank you for this amazing experience and hopefully will be back soon.",5,545,510,2022-09-02,Peter H,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r858006834-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
5,5.2,"From the moment of our arrival, to aperitif (Mountain sour=TOP), dinning experience which each plate is taking you somewhere else but you are constantly in Slovenia with carefully picked ingredients.","It's hard to pick the word that would express all my feelings that I felt during the dinner; but if I have to choose I would go with perfection. From the moment of our arrival, to aperitif (Mountain sour=TOP), dinning experience which each plate is taking you somewhere else but you are constantly in Slovenia with carefully picked ingredients. We were entertained by amazing young waiters, we went with funky pairing which was more than just amazing. During the night we got company by chef's from the kitchen and that made our stay at Hisa Franko just perfect. Thank you for this amazing experience and hopefully will be back soon.",5,545,510,2022-09-02,Peter H,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r858006834-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
5,5.3,"We were entertained by amazing young waiters, we went with funky pairing which was more than just amazing.","It's hard to pick the word that would express all my feelings that I felt during the dinner; but if I have to choose I would go with perfection. From the moment of our arrival, to aperitif (Mountain sour=TOP), dinning experience which each plate is taking you somewhere else but you are constantly in Slovenia with carefully picked ingredients. We were entertained by amazing young waiters, we went with funky pairing which was more than just amazing. During the night we got company by chef's from the kitchen and that made our stay at Hisa Franko just perfect. Thank you for this amazing experience and hopefully will be back soon.",5,545,510,2022-09-02,Peter H,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r858006834-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
5,5.4,During the night we got company by chef's from the kitchen and that made our stay at Hisa Franko just perfect.,"It's hard to pick the word that would express all my feelings that I felt during the dinner; but if I have to choose I would go with perfection. From the moment of our arrival, to aperitif (Mountain sour=TOP), dinning experience which each plate is taking you somewhere else but you are constantly in Slovenia with carefully picked ingredients. We were entertained by amazing young waiters, we went with funky pairing which was more than just amazing. During the night we got company by chef's from the kitchen and that made our stay at Hisa Franko just perfect. Thank you for this amazing experience and hopefully will be back soon.",5,545,510,2022-09-02,Peter H,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r858006834-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
5,5.5,Thank you for this amazing experience and hopefully will be back soon.,"It's hard to pick the word that would express all my feelings that I felt during the dinner; but if I have to choose I would go with perfection. From the moment of our arrival, to aperitif (Mountain sour=TOP), dinning experience which each plate is taking you somewhere else but you are constantly in Slovenia with carefully picked ingredients. We were entertained by amazing young waiters, we went with funky pairing which was more than just amazing. During the night we got company by chef's from the kitchen and that made our stay at Hisa Franko just perfect. Thank you for this amazing experience and hopefully will be back soon.",5,545,510,2022-09-02,Peter H,https://www.tripadvisor.com/ShowUserReviews-g319788-d1059106-r858006834-HISA_FRANKO-Kobarid_Slovenian_Littoral_Region.html,5,en
6,6.1,It’s very different from most other 3-star restaurants.,"It’s very different from most other 3-star restaurants. The place truly has a soul and a meaning with its focus on fresh, organic and sustainable sea food. We enjoyed the history, the stories about the food, the educational bits, the exceptional service and most of all the food of course.   And yes, it’s really expensive for a Cadiz where you can often have an amazing dinner including a drink for 10-15 euros per person. This makes it challenging as the comparison is so completely out of balance. In London a good dinner is often 100 pounds per person and an exceptional 200 pounds which makes Aponiente great value.  To us it was well worth it but don’t set the expectations too high beforehand.",6,569,558,2019-08-17,Magicmange,https://www.tripadvisor.com/ShowUserReviews-g187434-d9881151-r700063517-Aponiente_Angel_Leon-El_Puerto_de_Santa_Maria_Costa_de_la_Luz_Andalucia.html,5,en
6,6.2,"The place truly has a soul and a meaning with its focus on fresh, organic and sustainable sea food.","It’s very different from most other 3-star restaurants. The place truly has a soul and a meaning with its focus on fresh, organic and sustainable sea food. We enjoyed the history, the stories about the food, the educational bits, the exceptional service and most of all the food of course.   And yes, it’s really expensive for a Cadiz where you can often have an amazing dinner including a drink for 10-15 euros per person. This makes it challenging as the comparison is so completely out of balance. In London a good dinner is often 100 pounds per person and an exceptional 200 pounds which makes Aponiente great value.  To us it was well worth it but don’t set the expectations too high beforehand.",6,569,558,2019-08-17,Magicmange,https://www.tripadvisor.com/ShowUserReviews-g187434-d9881151-r700063517-Aponiente_Angel_Leon-El_Puerto_de_Santa_Maria_Costa_de_la_Luz_Andalucia.html,5,en
6,6.3,"We enjoyed the history, the stories about the food, the educational bits, the exceptional service and most of all the food of course.","It’s very different from most other 3-star restaurants. The place truly has a soul and a meaning with its focus on fresh, organic and sustainable sea food. We enjoyed the history, the stories about the food, the educational bits, the exceptional service and most of all the food of course.   And yes, it’s really expensive for a Cadiz where you can often have an amazing dinner including a drink for 10-15 euros per person. This makes it challenging as the comparison is so completely out of balance. In London a good dinner is often 100 pounds per person and an exceptional 200 pounds which makes Aponiente great value.  To us it was well worth it but don’t set the expectations too high beforehand.",6,569,558,2019-08-17,Magicmange,https://www.tripadvisor.com/ShowUserReviews-g187434-d9881151-r700063517-Aponiente_Angel_Leon-El_Puerto_de_Santa_Maria_Costa_de_la_Luz_Andalucia.html,5,en
