Date,Author,Content,URL,Rating,Language
2024-08-04,Ira U,Here you can enjoy sensational meat dishes (pork and beef)! We were more than delighted with the quality and portion size. The service was extremely accommodating and friendly.,https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r963152808-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-07-30,Maria D,"There was a line when we arrived and we were immediately warned that there was a 20-minute wait.  In the meantime we were offered drinks and water for those who did not want alcohol. The service was fast and efficient by a gentleman like Rugbyman very kind.  Everything we ordered was good. Provided you avoid wine, really not good and too hot.",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r962432107-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-07-27,M. Ban,"Već smo bili u  ovom restoranu 2023. godine i bili smo jako zadovoljni. Hrana se priprema na roštilju ili ispod peke, te na ražnju ( odojak, hobotnica, janjetina ). Uz to se poslužuju prilozi, razne vrste salata ... Osvježit se možete hladnim pivom ili sokovima, te drugim pićima ... Cijene su prihvatljive, osoblje ljubazno, usluga korektna. 🙂👍",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r961860026-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,sr
2024-07-21,nicola,Classic Slovenian mountain restaurant. Hearty dishes of typical cuisine right at the base of a ski lift. Good value for money,https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r960544017-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,4,en
2024-07-20,Antoine M,"Rated trip advisor number, we go there with confidence and wait a good time at the entrance before being settled.  Quickly served drinks we wait well 30minutes then to be served the grilled dish which is not bad but without more... Finally we wait again to pay... Anyway, it's not bad but there to be 1st trip advisor... I don't picture the other restaurants!",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r960371434-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,3,en
2024-07-16,Søren L,"Amazing foods at this local restaurant. We enjoyed everything from the Bolognese, homemade burger and the local Pork roast with roasted potatos.",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r959821530-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-07-10,Michaela B,"The food was delicious, perfect staff. They were very sympatic and condiderate. We would definitelly visit this restaurant again.",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r958847335-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-07-03,registrirana,"Very nice spot for lunch, huge terrace, great waiters, very nice food, acceptable prices. It's a great choice for lunch or dinner, and it's advisable to reserve a table during rush hours, especially weekends. The menu is mainly based on grill and meat, but they offer salads and other stuff too.",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r957813534-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-06-20,2016Gitti,"Very tasty dinner, grilled food, side dishes and very friendly service. It's nice to sit here on a warm evening.  The portions were so big that we still had some leftovers for the tour the next day. Definitely a recommendation if you eat out in Kransjska Gora and like local food. W",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r955949745-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-05-30,Martine O,"Do not hesitate ! You will be warmly received.  The place is very cute, rural and quiet.  The menu is varied, you will find dishes to suit your tastes.  All our dishes were excellent.  The service is not only fast but friendly.  We will keep very good memories of it.  Thanks for the liquor.",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r953038984-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-05-05,ZenDark30,"Fabulous views of the mountains with indoor and outdoor dining options. The outdoor bbq is enough to draw you in. After a day of cycling this was the perfect spot. Between the four of us we had the sauerkraut goulash with sausage, mushroom soup in a bread bowl and salad. Adjacent tables had humongous platters of meat which seems to be their specialty. Service was friendly and welcoming.",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r949601497-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-04-11,Oksefura,Disgusting trout and octopus...simply disgusting. The place is noisy and uncomfortable. There are much tastier places in Kranska Gora.,https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r946377464-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,1,en
2024-03-20,pauder11,"very bad experience!  we arrived  at 7.30 PM and the waiter was upset since we where the only costumers and was in a hurry to close even if it was clearly written that the restaurant was open till 10 PM. he started beeing very unpolite and also bring the wrong order ( i ordered a rib-eye steak and got a  normal steak. when I told him the the order was wrong he did not care. He pushed us to go away in all possible manners, complaining all the time in a very rude way. The food was below average and with high price. We exited at 8.30 PM while he was screming against us something in slovenian. Not the best hospitality! NEVER AGAIN!",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r943076220-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,1,en
2024-03-18,prusnjak,"The place is already pretty famous and wellknown to us, so we decided to visit it again and have a lunch overthere. Since the Winter is already over, or should I say, Winter didn´t even arrive, the place is somehow incomplete and we missed the real feel.  We were pretty hungry, so we ordered roasted veal and pork under the bell for the three of us and one wiener schnittzel. We had a glass of some good craft beer and waited for the food to come for some 20 minutes. The guy which served us was really eager, kind, polite and willing to help. So the food finally arrived and looked OK on that big wooden plate. Also smelled good. We started and within just a few minutes our bellies were well filled. So, everything was well prepared, but every piece of meat was unfortunately missing something. I mean, all four of us commented that the meat was missing a bit of salt and other seasoning like grounded pepper, garlic etc... There was also one piece of meat which did not belonged here, because it was too lean and dry, so the seasoning and cooking technique did not do the thing, as it should. All in all, we had quite a good time, we did not finish the food, because the portions are too big, even for us hungry ""wolves"". The price for what we had is more than OK too. So the bottom line, we will give grade to the Kekec guys 4 of 5. It is good, but can be more than good with just a few extra kicks.",https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r942782199-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,4,en
2024-02-17,Michael G,We ate here twice during our week stay so we could try a good range of the menu between us (4+1 child) and everything was superb. Recommend all the dishes we had and were all a 5 out of 5. They like to serve the different meat dishes on a board for the table which is a great way to share and try everything - Goulash (delicious and of a good size for 1  - Pork Knuckle (watch out as there’s more than one) - mixed meat platter for 2 (v big and could be enough for 3/4 depending on appetites) - chicken skewers were perfect to share with our little one - homemade sausages very tasty and served in flatbread. -  spit roasted piglet - again large but delicious   Even the fries (butterflied wedges) and salad we ordered on the side were fantastic.  It’s best to call in during your stay to reserve a table as it’s very popular,https://www.tripadvisor.com/ShowUserReviews-g274870-d10628042-r938710062-Okrepcevalnica_Lacni_Kekec-Kranjska_Gora_Upper_Carniola_Region.html,5,en
2024-10-23,Boule-de-neige 123,The welcome is the warmest I have ever had.We go out of our way to please you  The quality of the food and its cooking deserves a 3 star rating  The hotel is a family home with crazy charm and the location in the center of the village is perfect with free parking next door,https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r976316407-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-10-15,Daniel,"A beautiful weekend in this beautiful house full of charm, at the foot of the beautiful village of Grignan. The garden is beautiful, the rooms welcoming and the breakfast superb. Thank you to the team for its kindness and professionalism.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r974095906-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-09-30,Chantal F,"Pension very good, super comfortable, very nice staff, beautiful garden, when in the restaurant the impeccable staff, smiling, with little care, cooking a real delight you should not be afraid to be surprised. I'll never forget the surprise for my birthday. Thank you to the 3 Chefs and all the staff.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r971981123-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-09-15,ys,"🌟 An unforgettable experience in Grignan! 🌟  Today I had the pleasure of having lunch at the Clair de la Plume table, and I must say that the chef is simply fabulous!   Jean-Luc, the property owner, shared this exceptional moment with us, and had discovered his entire menu.  We had the chance to share this moment with Tomas Feier co-president of the Tourist Office of Grignan and Owner of the Bastide of Grignan. Quil was able to transform with the help of Christopher, and this is felt in every detail.  What a pleasure to see so much energy deployed for their territory! Their commitment to promoting local know-how and understanding the social and societal impacts of Things to do is truly inspiring.   Many thanks to the whole team for this memorable moment! 🍽️✨ #Grignan #Gastronomy #LocalKnow-How #SustainableTourism",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r969877479-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-08-19,Reg I,I had a real crush on Le clair de plume! It is a beautiful place  Located in the center of Grignan Michelin-starred restaurant on site  Two superb swimming pools available  Decorated with elegance! Excellent welcome   We'll be back!,https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r965646084-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-08-12,Maud L,"Sublime! A luxurious break out of time. A great budget for the Malyse suite, admittedly, but we were received like kings! Superb suite in an old house in the heart of Grignan, very appreciated attention for our children, and lovely staff. Bravo!!",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r964505041-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-07-04,Barbara S,"This hotel in the charming village of Grignan is actually my favourite hotel in the world. I've been coming here for years, and each time the experience gets better and better.  The original hotel with it's elegant rooms and beautiful gardens make you feel transported to another world, and the new addition and renovation of the old farmhouse Chapouton which is only a few minutes walk is another creation extraordinaire! The two restaurants - the Bistro (SO great!) and the Michelin star restaurant  (Which is beyond AMAZING and should definitely be on your bucket list!!) is only surpassed by the hotel staff. They are so kind and professional and always there to make sure your experience is one to remember. So many hotels strive for excellence, but this one truly delivers, and I look forward to next year's visit!! A very happy customer, Barbara (United Kingdom)",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r957933457-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-06-06,gael,"A very, very beautiful discovery in a truly authentic village. Without the Michelin guide we would never have discovered this place! Very warm welcome. An efficient and friendly service. A remarkable one-star restaurant worth two! A leader to follow! Thank you, go there without hesitation!",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r953959172-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-05-21,odaus1@gmail.com,"Excellent weekend in this wonderful 4-star hotel....From reservation to departure, everything was perfect, smiling and professional staff. Breakfast, nothing but happiness. Quality products. We did not have dinner at the gourmet restaurant, but at the bistro.We will come back without hesitation.Superb junior suite room...Thank you again.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r951778800-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-04-21,Frédéric B,An astonishing place of finesse and a sober and classic aesthetic without ostentation… Teams like teams are perfect… We feel at home in just a few moments… Excellent value for money and does not pulp the gastrointestinal tract! Room with incredible terrace!,https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r947720395-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-04-06,Núria A,"Amazing hotel, located in a lovely village this hotel is perfect. It's very beautiful, the rooms are very big and very well decorated. The staff is so helpful and nice, the main house is gorgeous...we wish we could spend more time at this hotel,  it's a real luxe. We will return.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r945595370-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-03-08,Céline C,"An exceptional place, great calm and ideal location. An idyllic setting, very professional and friendly staff. Beautiful spaces, beautiful equipment and high quality buffet breakfast. To recommend ! And we already really want to come back.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r941434470-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-02-26,Eric E,"An extraordinary, memorable experience, tastefully decorated room, in the center of this delightful village. Restaurant at the farm bistro in a magnificent setting with a view of the castle. Amazing breakfast in the unique setting of the main house. At €25 it’s very good value for money. Hats off to all the staff who have a love of service. Of course we will come back.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r939833600-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-02-19,UninkRox,"We booked a room for a relaxing weekend, and everything was perfect. An establishment where you feel at ease, the staff are welcoming, kind, helpful, the room is very good, pleasant and comfortable, everything is there. Then comes the restaurant, an excellent meal, from start to finish, just a treat. Finesse and simplicity, worked, a marvel. The next day at noon we had lunch at la Ferme, and again everything was perfect. Nothing to say except: we will come back. Thanks to the whole team for a moment like I haven't had in a long time.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r938918606-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-01-24,Smoos F,"Another superb weekend in this hotel. Very comfortable rooms, competent and very kind staff, an exceptional breakfast... we were even treated to lots of little touches... we will come back again!!!",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r935236918-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-01-12,Chantal S,"Exceptional location Jean-Luc and his team have made this building a true gem. The atmosphere reflects the owner's image: welcoming, warm, peaceful, perfect for getting away from it all, and impeccably clean. The staff is available, welcoming, and smiling. The house is comfortable where you feel good, plus a wonderful culinary discovery. A bubble of well-being that we recommend without moderation.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r933831213-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2024-01-07,Sophie O,"Rooms more beautiful in reality than on the site. Please note: the church bell tower rings the hours from 7 a.m. until 9 p.m. Quality breakfast. Excellent bedding. Perfectly blackout windows. Little touches with nougats on the pillows and still and sparkling water. FYI, the Virgile suite has a spa bath and a charming little living room with TV where 2 people can sleep (mostly children). Some rooms have access from the outside: small stone stairs. Tuesday is a market day so you should plan to park far from the hotel opposite the village hall. “Excellent” rating for the restaurant La Ferme de Chapouton. Quality and price are there! A delicious discovery. To do again…",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r932738744-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2023-12-11,S C,"Reviews are always welcome to guide us on our choices when looking for unusual places that meet our requests.  The first word I could give is lunar because it was an experience outside of time in weightlessness in this magnificent setting where the magic worked because all the people who welcomed us made sure that our stay was exceptional.  On Saturday evening when we arrived for the night we were in the hotel which is a very well maintained architectural building of character. The private Chanoine room where we slept was comfortable, very good bedding and tasteful decoration.  The staff is quality, and intentional through their service and remains attentive and available with a breakfast which brightened our morning nothing to complain about just thank them.  Saturday evening: let's talk about the restaurant La Ferme du Chapouton, in continuation of the service received by the hotel the welcome was impeccable as well as the service, but let's talk about the culinary part being a fine gastronomic critic I discovered a culinary journey including the emotions still remain anchored on my taste buds hats off to the cooked.  On Sunday lunchtime we went to the winegrowers' café, this summer I find nice but a little more in a classic standard than the rest of the previous services even if we were well received and well eaten and a good wine tasting but that does not correspond no personal opinion on the services received in the two descriptions above concerning the hotel and the restaurant of the Chapouton farm.  We will definitely come back, best regards Mr Rousselet  ",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r929241847-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2023-11-01,Jefficace,"Without the gift from a friend “Les Collectors”, we probably would not have discovered this magical place less than an hour from home. Yes, the lively and historic village of Grignan is charming, yes the place (by the light of the pen) its suite, its breakfast, its rooms are welcoming, yes its staff takes great care, yes the meal at the Bistrot de la ferme chapouton is masterful... In short, nothing to say, or rather nothing to complain about, except that we will come back. THANKS",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r923999144-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2023-10-28,Menigoz M,"We spent one night, a gourmet meal and breakfast We looked for the fault but we never found it Delicious and very tasty dinner, very pleasant rooms, haven of peace in this pretty village of Grignan Excellent times with friends, very good breakfast, very pleasant room We will return with great pleasure Bravo to the chef and the very pleasant staff",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r923363189-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2023-10-16,Cantalou007,"There are establishments that we do not forget, this is one of them. It's hard not to be satisfied by the atmosphere, the charm of the rooms, the location... the breakfast is simply divine. We promised ourselves we would come back.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r921574550-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2023-09-24,Eric V,"We had booked a suite in one of the houses and stayed in the main house in a superb suite. Fruit and water on arrival in the impeccably clean and tastefully decorated room. Possibility to unload your luggage and then park the car in private parking. Evening room service. Swimming pools a little far from the hotel. Nice natural swimming pool but too many mosquitoes with pretty gardens. Swimming pool dubresyaurznt heated but quite cramped. Towels available. Fresh fruit every day in the room. The only downside would be the breakfast charged at 25 euros which does not offer fried eggs but only scrambled eggs. That's a bit of an exaggeration. Very pleasant and attentive staff Very nice hotel at a high price, pleasant for 2 to 3 days.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r918196311-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,4,en
2023-09-10,Tata P,"Very comfortable bedding, very nice suite, warm welcome, no matter how hard I look I can't see anything negative. The two restaurants associated with the hotel (the Bistro de la Ferme Chapouton and the Cave des Vignerons are also excellent",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r915826809-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2023-09-01,Valerie S,"We went there for our wedding anniversary. Very warm welcome, a superb room. We had booked a dinner at the gourmet restaurant, everything was perfect. We have been to both swimming pools which are very good. In short, an unforgettable stay",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r914292655-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
2023-08-27,Jet60371627729,"Magnificent hotel, full of charm. Very well located in Grignan in the old town. Electric vehicle socket. Pleasant welcome. Spacious, neat suite. Excellent breakfast with quality products and champagne taken on a magnificent terrace with old trees. Professional staff.",https://www.tripadvisor.com/ShowUserReviews-g445033-d482084-r913244351-Le_Clair_de_la_Plume-Grignan_Drome_Auvergne_Rhone_Alpes.html,5,en
